site,date,species,band_number,colors,sex,tail,tarsus,wing,total_culmen,nares_to_tip,width,depth,gape,mass_bird_bag,mass_bag,mass
MOA,10/31/2014,rble,271112702,ysro,u,61,24.7,70,NA,8.1,4.2,4.4,6.8,41,25,16
MOA,10/31/2014,rble,271112703,ysyg,u,56,23.5,66,NA,8.4,4,4.7,8.7,40.5,18.5,22
MOA,11/1/2014,rwbu,265130702,wsrd,u,81,20.6,80,NA,9.9,4.8,5.1,10.8,53,25,28
MOA,11/1/2014,rwbu,265130703,wsyg,u,79,20.4,80,NA,9.4,5.1,4.9,10.6,49,24,25
MOA,11/1/2014,rwbu,265130704,wsoo,u,77,17.5,76,NA,10.7,5.5,4.3,11.1,48,27.5,20.5
MOA,11/1/2014,rwbu,265130705,wsyd,m,77,18.5,80,NA,NA,5.5,5.1,11.7,55,26,29
MOA,11/1/2014,rwbu,265130706,wsgw,m,81,17.8,79,NA,10.2,4.6,5.4,10.4,50,25,25
MOA,11/1/2014,rble,271112705,yswg,u,54,21.5,61,NA,8.2,3.6,4.2,9.2,44.5,25,19.5
EKA,11/4/2014,wrsh,265130707,osgd,m,137,26.3,95,NA,13.2,5,5,12.3,55,26,29
EKA,11/4/2014,rble,271112706,ysyo,u,53,23.9,67,NA,8.4,4.6,4.9,8.9,51,28,23
EKA,11/4/2014,rble,271112707,ysyr,u,61,23.5,68,NA,9.9,4.5,5.1,11.5,49,26,23
EKA,11/4/2014,rble,271112708,ysgy,m,58.5,24.1,68.5,NA,8,5,5,12.1,46.5,25.5,21
EKA,11/4/2014,jawe,275000601,wsod,m,41,18.8,60,NA,7.4,4.4,3.7,7.6,36,26,10
EKA,11/4/2014,jawe,275000602,wsdd,m,40,17.8,50.8,NA,8.6,3.4,3.5,6.7,36,25,11
EKA,11/4/2014,jawe,275000603,wsrr,m,41,18.1,60,NA,8.2,4.7,3.9,5.6,38,27,11
EKA,11/5/2014,rble,271112709,yswd,u,54,24.1,66,NA,7,4.6,5,9,47,25.5,21.5
EKA,11/5/2014,rble,271112710,ysod,u,50,26,70,NA,8.2,4.4,5.4,8.3,46,25,21
EKA,11/5/2014,rble,271112711,ysoo,u,56,24.4,70,NA,7.9,4.5,5,8.5,53,30,23
EKA,11/5/2014,rble,271112712,ysww,u,55,24,70,NA,7.5,4.3,5.3,9.4,52,27,25
EKA,11/5/2014,rble,271112713,ysow,u,59,23.2,66,NA,9.4,4.6,5,10.4,49,26,23
EKA,11/5/2014,jawe,275000604,wsyo,u,43,17.8,59,NA,7.5,4,3.3,8.2,31,19.5,11.5
EKA,11/5/2014,jawe,275000605,wsrd,u,43,17.1,59,NA,7.9,3.4,3.6,5.3,42,31,11
EKA,11/5/2014,jawe,275000606,wswg,u,41,17.6,58,NA,8.1,3.6,3.2,5.5,40,29,11
EKA,11/5/2014,jawe,275000607,wsyd,u,41,17.8,59,NA,8.6,3.3,3.1,5.9,41,32,9
EKA,11/5/2014,jawe,275000608,wsyg,u,46,17.3,60,NA,7.6,3.9,3.2,7.3,44,34,10
EKA,11/5/2014,jawe,275000609,wswd,m,35,17,56,NA,7.9,3.5,3.3,5.2,34,25,9
EKA,11/5/2014,jawe,275000610,wsry,u,39,18.1,58,NA,9.1,3.6,3.2,6,38,25,13
EKA,11/5/2014,jawe,275000611,wsoo,m,43,18.1,59,NA,9.2,3.8,3.6,5.7,33,25,8
EKA,11/5/2014,jawe,275000613,wsdo,m,42,17.8,59,NA,9.4,3.5,3.5,5.4,35,24,11
EKA,11/5/2014,jawe,275000615,wsgy,m,42,18.1,60,NA,9,3.8,3.7,6.1,18,8,10
EKA,11/5/2014,jawe,275000616,wsro,m,44,17.5,58,NA,8.1,4.4,3.6,8,37,25,12
EKA,11/5/2014,rble,NA,NA,u,NA,NA,NA,NA,NA,NA,NA,NA,49,27,22
PAH,11/6/2014,rble,271112714,ysdy,u,51,23.3,70,NA,7.5,6,5.5,8.5,46,24.5,21.5
PAH,11/6/2014,rble,271112715,ysry,u,57,23,67,NA,8.9,4.7,4.7,7.5,45,25,20
PAH,11/7/2014,rble,271112717,ysdd,u,56,23.8,69,NA,NA,5.3,5.4,10.6,48,26.5,21.5
PAH,11/7/2014,rble,271112718,ysdo,u,55,26.6,69,NA,8.1,5.2,4.7,8.1,43,25.5,17.5
PAH,11/7/2014,jawe,275000618,wsog,u,51,17.2,61,NA,7.8,5,3.5,6.1,35,25,10
PAH,11/7/2014,rble,NA,NA,u,NA,NA,NA,NA,NA,NA,NA,NA,48.5,26,22.5
MOA,11/11/2014,rvbu,265130708,rsyd,u,83,23.9,91,NA,10.7,6.3,5.1,11.8,48,21,27
MOA,11/11/2014,rvbu,265130709,rsgy,u,81,25.8,91,NA,10.5,6.2,6,11.5,50,17,33
MOA,11/11/2014,wrsh,265130794,osgg,m,139,25.7,88,NA,10.8,5.8,5.5,10.5,48,20.5,27.5
MOA,11/11/2014,rble,271112719,ysdg,u,54,21,64,NA,8.3,5.1,NA,8.2,45,28,17
MOA,11/11/2014,rble,271112720,yswo,u,55,24.3,65,NA,9.9,4.8,4.4,10.9,50,28,22
MOA,11/11/2014,rble,271112721,ysrw,u,57,25.3,69,NA,7.3,5.4,4.8,8,28,8,20
MOA,11/11/2014,rble,271112722,ysgr,u,56,20.5,70,NA,9.8,3.5,4.5,8.4,43,23.5,19.5
MOA,11/11/2014,rble,271112723,ysdw,u,54,23.5,65,NA,7.4,4.6,4.5,7.9,42,25,17
MOA,11/11/2014,rble,271112724,ysgo,u,53,24.6,66,NA,8.1,4.9,5,NA,46,26.5,19.5
MOA,11/11/2014,rble,271112725,yswr,u,52,23.9,67,NA,8.9,5.2,5,8.5,48,25.5,22.5
MOA,11/11/2014,rble,271112726,ysrg,u,58,23.2,65,NA,9.4,3.9,4.9,11.6,46,27,19
MOA,11/11/2014,rble,271112727,ysog,u,55,20.2,68,NA,7.3,5.1,4.8,9.9,44,24,20
MOA,11/11/2014,rble,271112728,ysgd,u,55,23.8,66,NA,8.4,5.1,5,8.5,45,26,19
MOA,11/11/2014,rble,271112729,ysrd,u,54,20.6,64,NA,7.7,4.1,4.5,10.5,44,26,18
MOA,11/11/2014,rble,271112730,ysdr,u,58,24.2,71,NA,8.1,5.2,5.7,8.5,48,25,23
MOA,11/11/2014,rble,271112731,ysor,u,57,23.2,67,NA,7.1,3.5,4.5,9.1,44,24,20
MOA,11/11/2014,rble,271112732,osww,u,52,22.7,63,NA,8.4,5.1,4.4,9.6,45,25,20
MOA,11/11/2014,rble,271112733,osgg,u,55,23.7,66,NA,7.9,4.7,4.5,8.2,45,27,18
MOA,11/11/2014,rble,271112735,osrd,u,57,23.1,69,NA,7.7,3.9,4.5,9,47,26,21
MOA,11/11/2014,rble,271112736,osgw,u,56,23.1,66,NA,7.5,5.1,5,9.2,47,27,20
MOA,11/11/2014,rble,271112737,osdw,u,59,25.2,70,NA,8.3,5.1,5.2,8.2,46,25,21
MOA,11/11/2014,rble,271112738,oswr,u,59,25.1,70,NA,8.5,4.5,4.6,10.6,32,8,24
MOA,11/11/2014,rble,271112739,osrg,u,NA,NA,67,NA,NA,NA,NA,NA,51,28,23
MOA,11/11/2014,rble,271112741,osrw,u,NA,23.3,67,NA,8.2,5.1,5,8.8,46,26,20
MOA,11/11/2014,rble,271112742,osdg,u,52,24.1,58,NA,7.6,4.8,6.2,8.2,42,25,17
MOA,11/11/2014,rble,271112743,osrr,u,51,21,62,NA,7.1,5.4,5,10,47,28.5,18.5
MOA,11/11/2014,rble,271112744,oswg,u,56,23.2,67,NA,7.5,4.9,4.9,8.4,28,8,20
MOA,11/11/2014,rble,271112745,osxx,u,58,23.1,68,NA,7.8,4.9,5,9.4,29,7.5,21.5
MOA,11/11/2014,rwbu,271112746,wsrr,u,78,19.1,78,NA,9.1,5.4,4.5,10.7,43,18,25
MOA,11/11/2014,rble,271112747,wsdg,u,NA,22.5,66,NA,8.4,5.1,5.2,9.9,45,25,20
MOA,11/11/2014,rble,271112748,wsdr,u,57,25.4,64,NA,NA,NA,NA,NA,38,17,21
MOA,11/11/2014,rble,271112750,wsdo,u,56,24.6,59,NA,7.5,5.2,4.6,10.4,46,28.5,17.5
MOA,11/11/2014,rble,271112751,xxxq,u,58,NA,68,NA,NA,NA,NA,NA,45,24,21
MOA,11/11/2014,rble,271112752,wsrg,u,51,NA,65,NA,NA,NA,NA,NA,37,NA,NA
MOA,11/11/2014,rble,271112753,xxxq,u,55,NA,64,NA,NA,NA,NA,NA,49,28,21
MOA,11/11/2014,rble,271112754,xxxq,u,50,NA,63,NA,NA,NA,NA,NA,44,25,19
MOA,11/11/2014,rble,271112755,xxxq,u,56,NA,67,NA,NA,NA,NA,NA,45,25,20
MOA,11/11/2014,rble,271112756,xxxq,u,55,NA,69,NA,NA,NA,NA,NA,46,26,20
MOA,11/11/2014,rble,271112757,xxxq,u,53,NA,65,NA,NA,NA,NA,NA,44,26,18
MOA,11/11/2014,rble,271112758,xxxq,u,56,NA,67,NA,NA,NA,NA,NA,29,8,21
MOA,11/11/2014,rble,271112759,xxxq,u,54,NA,67,NA,NA,NA,NA,NA,46,25,21
MOA,11/11/2014,rble,271112760,xxxq,u,61,NA,71,NA,NA,NA,NA,NA,47,24.5,22.5
MOA,11/11/2014,rwbu,271112761,xxxq,u,75,21,79,NA,9,5.8,5,10.6,50,25,25
MOA,11/11/2014,rble,271112762,xxxq,u,52,NA,65,NA,NA,NA,NA,NA,45,26,19
MOA,11/11/2014,rble,271112763,xxxq,u,58,NA,67,NA,NA,NA,NA,NA,48,25,23
MOA,11/11/2014,rble,271112764,xxxq,u,56,NA,70,NA,NA,NA,NA,NA,44,24.5,19.5
MOA,11/11/2014,rwbu,271112765,xxxq,u,75,19.1,79,NA,10,5.6,4.7,10.8,45,24,21
MOA,11/11/2014,rble,271112767,xxxq,u,55,NA,64,NA,NA,NA,NA,NA,47,24,23
MOA,11/11/2014,rble,271112768,xxxq,u,51,NA,65,NA,NA,NA,NA,NA,46,25,21
MOA,11/11/2014,rble,271112769,xxxq,u,54,NA,68,NA,NA,NA,NA,NA,57,31,26
MOA,11/11/2014,rble,271112771,xxxq,u,54,NA,65,NA,NA,NA,NA,NA,42,26,16
MOA,11/11/2014,rwbu,271112772,xxxq,u,78,19.9,78,NA,8.9,4.9,4.9,9.5,56,32,24
MOA,11/11/2014,rwbu,271112773,xxxq,u,82,20.7,85,NA,9.3,5.5,5,10.3,45,18,27
MOA,11/11/2014,rble,271112774,xxxq,u,58,NA,70,NA,NA,NA,NA,NA,39,18,21
MOA,11/11/2014,rble,271112775,xxxq,u,57,23,70,NA,6.4,5.4,5.2,7,40,17,23
MOA,11/11/2014,rble,271112776,xxxq,u,57,25.3,70,NA,7.5,4.9,5.2,8.1,42,17,25
MOA,11/11/2014,jawe,275000620,wsrg,u,NA,18.7,60,NA,8.8,4.3,3.5,6.1,35,25,10
MOA,11/11/2014,jawe,275000621,wsyy,u,41,17.5,59,NA,8,4.3,3.5,7.6,34,24,10
MOA,11/11/2014,jawe,275000622,wsdy,u,40,16.7,58,NA,8.3,3.4,4.5,NA,29,19,10
MOA,11/11/2014,jawe,275000623,wsoy,u,41,17.5,58,NA,7.7,4,3.8,7.9,30,19.5,10.5
MOA,11/11/2014,rble,NA,NA,u,NA,NA,NA,NA,NA,NA,NA,NA,47,25,22
MOA,11/11/2014,rble,NA,NA,u,NA,NA,NA,NA,NA,NA,NA,NA,42,21.5,20.5
MOA,11/12/2014,rble,271112779,ysyd,u,52,23.5,64,NA,7.5,5.5,5.3,7.2,54,34,20
MOA,11/12/2014,rwbu,271112780,wsdo,u,82,20.3,81,NA,9.7,5.6,5.5,10,53,27,26
MOA,11/12/2014,rble,271112781,ysyw,u,54,25.7,71,NA,7.9,4.7,5.1,9.2,47.5,26,21.5
MOA,11/12/2014,rwbu,271112782,wsog,u,76,19.6,79,NA,9.6,5.2,4.8,9.8,50,26,24
MOA,11/12/2014,rwbu,271112783,wsro,u,72,18.3,76,NA,8.3,5,5,10.4,58,34,24
MOA,11/12/2014,rble,271112784,ysyy,u,57,24.5,70,NA,8.2,4.3,5.2,9.4,51,27,24
MOA,11/12/2014,rwbu,271112785,wsod,u,78,19.9,82,NA,9.1,5.1,5,10.3,53,26,27
MOA,11/12/2014,rble,271112786,osgr,u,NA,23.9,68,NA,8,6.4,6.2,8.9,48,26,22
MOA,11/12/2014,rble,271112787,osdd,u,57,24.1,71,NA,8.1,4.8,4.7,7.9,49,27,22
MOA,11/12/2014,rble,271112788,osgd,u,55,24.1,71,NA,7.6,5.7,5.4,8.2,50,27,23
MOA,11/12/2014,rble,271112789,osgo,u,52,22.2,63,NA,7.5,4.7,5,9,44,26,18
MOA,11/12/2014,rble,271112790,osgy,u,56,23.4,65,NA,7.3,5,5,9.6,51,30,21
MOA,11/12/2014,rble,271112791,osyr,u,58,24,71,NA,7.5,4.6,4.8,8.9,48,25,23
MOA,11/12/2014,rble,271112792,osod,u,54,22,66,NA,8.3,5.2,5.6,6.5,47,27,20
MOA,11/12/2014,rble,271112793,oswo,u,60,23.8,70,NA,7.7,5.4,5.8,7.4,52,31,21
MOA,11/12/2014,rble,271112794,osyg,u,52,23.7,66,NA,7.3,5.6,5,7.5,49,27,22
MOA,11/12/2014,rble,271112795,osdo,u,58,22.4,68,NA,6.9,4,4.5,8.5,48,26.5,21.5
MOA,11/12/2014,wrsh,271112796,osrw,u,106,26.4,87,NA,11.1,4.7,4.6,12.5,50,25,25
MOA,11/12/2014,rble,271112797,osog,u,57,23.6,70,NA,7.8,4.3,4.7,8.4,48,26,22
MOA,11/12/2014,rble,271112799,osry,u,53,24.4,65,NA,6.9,4.8,4.9,9.4,47,27,20
MOA,11/12/2014,rble,271112800,wsrd,u,53,24.2,65,NA,7,5.3,4.8,8.8,50,28,22
MOA,11/12/2014,jawe,275000625,wsrw,u,44,16.7,60,NA,7.8,3.1,3.2,7.8,36.5,25,11.5
MOA,11/12/2014,jawe,275000626,wsdr,u,41,17.3,60,NA,8,4.5,3.8,7.6,34,26,8
MOA,11/12/2014,jawe,275000627,wsgw,u,41,18.5,60,NA,NA,4.1,3.5,7.6,36,24,12
MOA,11/12/2014,jawe,275000628,wsor,u,41,16.2,57,NA,8,3.5,3,7.2,17.5,8,9.5
PAH,11/13/2014,wrsh,265130710,osdg,m,124,26.1,89,NA,11.2,5.2,5,13.1,64,31,33
PAH,11/13/2014,rble,271112801,wsor,u,55,23.6,66,NA,6.7,5.3,5.2,10.2,46,25,21
PAH,11/13/2014,jawe,275000629,wsgd,u,42,17.3,59,NA,7.4,3.3,2.9,8.7,37,26,11
EKA,11/15/2014,wrsh,265130711,osrr,u,108,23.1,81,NA,11.4,5.8,5.6,9.9,59,31,28
EKA,11/15/2014,wrsh,265130798,osgo,m,113,27.7,97,NA,11.4,5.6,5.5,9.9,59,28,31
EKA,11/15/2014,rble,271112802,xxxq,u,NA,NA,NA,NA,NA,NA,NA,NA,53,31,22
EKA,11/15/2014,rble,271112803,wsgg,u,53,23.4,66,NA,7.9,5.5,5.3,11,45,28,17
EKA,11/15/2014,rble,271112804,wsdd,u,56,24.6,70,NA,7.6,5.6,5,9,50,28,22
EKA,11/15/2014,rble,271112805,wsgr,u,55,23,67,NA,7.8,4.2,4.9,9.8,47,27,20
EKA,11/15/2014,rble,271112806,wswr,u,52,24,66,NA,7.8,5.4,5,9.5,49,26.5,22.5
EKA,11/15/2014,rble,271112807,wsrw,u,58,24.5,67,NA,8.1,5.5,5.4,9.5,49,28,21
EKA,11/15/2014,rble,271112808,wswd,u,50,24.9,68,NA,7.4,5.3,5.1,9.8,44,25,19
EKA,11/15/2014,jawe,275000630,wsgo,u,41,18.2,59,NA,7.6,4.4,3.6,6.5,37,26,11
EKA,11/15/2014,jawe,275000633,wswo,u,41,16.8,60,NA,8,4.1,3.6,6,37,27,10
EKA,11/15/2014,rble,NA,NA,u,NA,NA,NA,NA,NA,NA,NA,NA,53,31,22
EKA,11/16/2014,wrsh,265130712,osrg,m,145,26.5,95,NA,11.4,5.6,5.2,11.9,54,26,28
EKA,11/16/2014,rble,271112809,wsrr,u,56,24.4,66,NA,7.9,4.9,4.9,9.3,48,26,22
EKA,11/16/2014,rble,271112810,wsdw,u,60,24.1,72,NA,7.6,4.8,4.6,9.2,47,26,21
EKA,11/16/2014,rble,271112812,dsgg,u,57,25.1,69,NA,7.2,4.9,5.1,9.2,54,30,24
EKA,11/16/2014,rble,271112813,dsgr,u,56,23.9,70,NA,7.8,6,5.2,7.6,48,27,21
EKA,11/16/2014,rble,271112814,dsrr,u,55,23,68,NA,7.2,5,5.5,8,48,26,22
EKA,11/16/2014,rble,271112815,dsrg,u,50,24.1,61,NA,7.1,4.7,4.6,9.6,45,24,21
EKA,11/16/2014,rble,271112816,dsgd,u,55,24.2,68,NA,8.2,4.4,4.7,9.1,45,25.5,19.5
EKA,11/16/2014,rble,271112817,dsrd,u,51,22.3,65,NA,8.2,5.2,5,6.7,50,27,23
EKA,11/16/2014,rble,271112818,dsdg,u,51,24.1,69,NA,7.6,5.2,5.1,9.8,50,29.5,20.5
PAH,11/17/2014,rble,271112819,dsdr,u,51,23.4,68,NA,7.6,4.2,4.6,9.1,51,26.5,24.5
PAH,11/17/2014,rble,271112820,dsdd,u,51,23.2,68,NA,7.5,5,4.9,8.9,48.5,26.5,22
PAH,11/17/2014,rble,271112821,gsrr,u,51,23,66,NA,7.5,5.3,5,7,47,27,20
PAH,11/17/2014,rble,271112822,gsgr,u,51,24.2,65,NA,7.4,4.6,4.8,9.2,46.5,25,21.5
PAH,11/17/2014,rble,271112823,gsdr,u,51,23.3,68,NA,8,5,5.1,7,47,26.5,20.5
PAH,11/17/2014,rble,271112824,gsrg,u,54,25,69.5,NA,8.2,5.1,5,9.4,47,25,22
PAH,11/17/2014,rble,271112825,gsdg,u,55,24.9,67,NA,7.6,5.4,4.8,9.3,47,26,21
PAH,11/17/2014,rble,271112826,xsxx,u,55,23.4,67,NA,7.7,4.8,4.9,8.5,47,26,21
PAH,11/17/2014,rble,271112827,gsgg,u,58,24.4,70,NA,8.1,5,5.1,8.3,46,25,21
PAH,11/17/2014,wrsh,271112828,wdos,f,100,25.4,85,NA,11,5.2,5.4,11.7,52,26,26
PAH,11/17/2014,jawe,275000634,wsdw,u,42,17.9,60,NA,7.7,4.5,3.9,6,36,25,11
PAH,11/18/2014,rble,271112829,xsxx,u,52,24.4,66,NA,7.6,5.5,5,7.2,46,25,21
PAH,11/18/2014,rble,271112830,xsxx,u,NA,25.2,68,NA,8,5,4.9,9.3,52,31,21
PAH,11/18/2014,rble,271112831,xsxx,u,55,23.4,69,NA,8.7,5.6,5.1,8.5,47,27,20
PAH,11/20/2014,rble,271112843,xsxx,u,56,25,71,NA,7.6,5,5.1,NA,52,26,26
PAH,11/20/2014,rble,271112845,xsxx,u,53,24.3,69,NA,7.1,6,5.4,7.5,49,27,22
PAH,11/20/2014,rble,271112847,xsxx,u,57,23,70,NA,7.4,4.8,5,8.3,48,27,21
PAH,11/20/2014,rble,271112848,xsxx,u,57,23.6,70,NA,7.9,5.1,5,9.3,50,26,24
PAH,11/20/2014,rwbu,271112849,wsrg,u,80,19.7,80,NA,8.9,5.2,5.1,10.3,52,25,27
PAH,11/20/2014,rble,271112850,xsxx,u,52,23.3,68,NA,7.6,5.6,5,7.2,49,26.5,22.5
MOA,11/21/2014,rwbu,271112851,wsdg,u,80,19.9,82,NA,8.9,5.2,5.1,9.8,52.5,27,25.5
MOA,11/21/2014,rwbu,271112852,wsoy,u,80,19.5,81,NA,8.6,5,5.5,10.3,55,28,27
MOA,11/21/2014,rwbu,271112853,wsyo,u,70,19.1,74,NA,8.2,5,4.8,11.1,49,25,24
MOA,11/21/2014,rble,271112854,xsxx,u,55,23.9,67,NA,7.6,4.4,5,9.1,47,25,22
MOA,11/21/2014,rble,271112856,xsxx,u,52,23.7,63,NA,7.5,5,5.6,8.7,45,24,21
MOA,11/21/2014,rwbu,271112857,wsdd,u,80,19.8,82,NA,8.9,5.7,4.8,9.7,51.5,24.5,27
MOA,11/21/2014,rwbu,271112858,wsyy,u,71,20.1,77,NA,9.4,5.3,5.2,10.8,51,26,25
MOA,11/21/2014,jawe,275000636,wswy,u,42,17.6,60,NA,7.8,3.8,3.2,7.1,36,25,11
MOA,11/21/2014,jawe,275000637,ysgo,u,43,18.3,59,NA,7.4,4.2,3.4,6.7,36,26,10
EKA,11/28/2014,rble,271112867,xsxx,u,57,22.9,68,NA,7.6,5.1,5.1,9.1,46,26,20
EKA,11/28/2014,rble,271112868,xsxx,u,59,23.6,68,NA,8.1,5.1,5.2,10.5,47,27,20
EKA,11/28/2014,wrsh,271112869,osyg,m,127,27.1,92,NA,11.1,5.2,5.6,63,63,30.5,32.5
EKA,11/28/2014,wrsh,271112870,roos,f,117,24.1,83,NA,10.4,5.1,5.2,51,51,25,26
EKA,11/28/2014,rble,271112871,xsxx,u,54,23,68,NA,7.6,4.7,5,8.9,49,26,23
EKA,11/28/2014,rble,271112899,xsxx,u,58,24.2,70,NA,7.8,5.2,5.3,9.8,52,30,22
EKA,11/28/2014,jawe,275000646,ysrw,u,42,17.9,59,NA,7.6,4.1,3.2,NA,36,25,11
EKA,11/28/2014,jawe,275000647,ysrg,u,42,17.8,59,NA,7.7,4.2,3.2,NA,36,24,12
EKA,11/28/2014,jawe,275000648,ysyd,u,42,17.5,59,NA,8.2,3.9,3.6,8.7,36,25,11
EKA,11/28/2014,jawe,275000649,ysdd,u,42,17.8,58,NA,7.6,4,3.2,5.8,41,26,15
MOA,11/30/2014,rble,271112873,xsxx,u,55,24,66,NA,NA,NA,NA,NA,45,24,21
MOA,11/30/2014,rble,271112874,xsxx,u,55,23,67,NA,7.5,4.6,4.7,9.1,52,30,22
MOA,11/30/2014,rble,271112875,xsxx,u,57,24.8,71,NA,7.8,4.9,5.2,8.8,47,25,22
MOA,11/30/2014,rble,271112876,xsxx,u,58,18.9,67,NA,7.1,4.6,4.7,9.2,44,26,18
MOA,11/30/2014,rble,271112877,xsxx,u,57,23.3,68,NA,8.1,5.2,5.1,9.9,48,25,23
MOA,11/30/2014,rble,271112878,xsxx,u,60,24.6,71,NA,7.8,5.3,5.5,9.3,47,25,22
MOA,11/30/2014,rble,271112879,xsxx,u,61,23.5,70,NA,8,5.1,5.1,8.8,46,25,21
MOA,11/30/2014,rble,271112881,xsxx,u,54,22.7,69,NA,8.2,6.1,5.8,8.5,49,28.5,20.5
MOA,11/30/2014,rble,271112882,xsxx,u,55,24.4,69,NA,8.2,5.2,5,8.9,47,25,22
MOA,11/30/2014,rble,271112883,xsxx,u,59,23.5,71,NA,7.6,4.8,4.9,9.9,48,27,21
MOA,11/30/2014,rble,271112885,xsxx,u,59,23,74,NA,7.9,5.6,5.9,8.5,48,26,22
MOA,11/30/2014,rble,271112886,xsxx,u,56,23.5,66,NA,8,5.1,5,9.6,46,24,22
MOA,11/30/2014,rble,271112889,xsxx,u,55,22.8,65,NA,7.7,5.1,5.1,9.7,45,24,21
MOA,11/30/2014,rble,271112890,xsxx,u,54,22.1,70,NA,6.8,5.2,5.2,8.7,45,25,20
MOA,11/30/2014,rble,271112893,xsxx,u,57,24.1,70,NA,8.2,5.1,5,9.1,44,24,20
MOA,11/30/2014,rble,271112894,xsxx,u,53,23,67,NA,7.8,5.3,5.2,8.7,47,26,21
MOA,11/30/2014,rble,271112895,xsxx,u,60,23.3,70,NA,8.1,5.1,5.1,8.7,48,24,24
MOA,11/30/2014,rble,271112896,xsxx,u,53,22.5,68,NA,8,5.7,5.3,8.5,45,24,21
MOA,12/1/2014,rwbu,265130795,wsgy,u,81,20.8,84,NA,9.4,5.4,5.3,11.8,48,20,28
MOA,12/1/2014,rwbu,265130714,wsgo,u,76,20,77,NA,8.5,5.6,4.9,11.9,49,24,25
MOA,12/1/2014,rwbu,265130715,wsor,u,79,19.9,83,NA,9.5,6.2,5.3,10.5,54,24,30
MOA,12/1/2014,rwbu,265130716,wsrw,u,74,20,80,NA,9.5,5.9,5,9,49,23,26
MOA,12/1/2014,rwbu,265130717,wsow,u,78,20.5,81,NA,9,6,5.1,11,52,27,25
MOA,12/1/2014,rwbu,265130718,wsry,u,NA,18,85,NA,8.2,5.9,5,10.5,55,32,23
MOA,12/1/2014,rwbu,265130719,wsyw,u,79,20.6,81,NA,9.1,6,5,9.8,49,27,22
MOA,12/1/2014,rwbu,265130796,wsgr,u,79,18.6,79,NA,8.5,5.1,5,10.1,48,25,23
MOA,12/1/2014,jawe,275000654,ysry,u,41,16.9,58,NA,6.6,4.5,3.5,8.6,18,7,11
MOA,12/1/2014,rble,NA,NA,u,NA,NA,NA,NA,NA,NA,NA,NA,46,24,22
MOA,12/1/2014,rble,NA,NA,u,NA,NA,NA,NA,NA,NA,NA,NA,47,27,20
MOA,12/1/2014,rble,NA,NA,u,NA,NA,NA,NA,NA,NA,NA,NA,47,25,22
MOA,12/1/2014,rble,NA,NA,f,NA,NA,NA,NA,NA,NA,NA,NA,29,7,22
MOA,12/1/2014,rble,NA,NA,u,NA,NA,NA,NA,NA,NA,NA,NA,41,18,23
MOA,12/1/2014,rble,NA,NA,u,NA,NA,NA,NA,NA,NA,NA,NA,48,27,21
MOA,12/1/2014,rble,NA,NA,u,NA,NA,NA,NA,NA,NA,NA,NA,44,24,20
MOA,12/1/2014,rble,NA,NA,u,NA,NA,NA,NA,NA,NA,NA,NA,45,25,20
MOA,12/1/2014,rble,NA,NA,u,NA,NA,NA,NA,NA,NA,NA,NA,45,25,20
MOA,12/1/2014,rble,NA,NA,u,NA,NA,NA,NA,NA,NA,NA,NA,48,26,22
MOA,12/1/2014,rble,NA,NA,u,NA,NA,NA,NA,NA,NA,NA,NA,46,26,20
PAH,12/2/2014,jawe,275000657,ysrd,u,45,18,65,NA,8.3,4.6,3.7,8.1,37,26,11
PAH,12/3/2014,jawe,275000658,yswg,u,39,17.9,57,NA,7.4,4,3.8,7.3,42,30,12
EKA,12/4/2014,wrsh,265130720,osdw,m,NA,NA,NA,NA,NA,NA,NA,NA,65,NA,NA
EKA,12/4/2014,jawe,275000659,ysow,u,43,16.8,59,NA,8,4.2,3.8,6.2,35,25,10
EKA,12/4/2014,jawe,275000660,ysdw,u,42,17.2,58,NA,7.9,4.2,3.7,6.2,28,18,10
EKA,12/4/2014,jawe,275000661,ysgw,u,41,17.5,57,NA,7.9,4.5,3.8,6.3,34,24,10
EKA,12/4/2014,jawe,275000662,ysro,u,41,19,60,NA,8.2,4.7,3.6,6,37,26,11
EKA,12/4/2014,rble,NA,NA,u,NA,NA,NA,NA,NA,NA,NA,NA,49,29,20
EKA,12/4/2014,rble,NA,NA,u,NA,NA,NA,NA,NA,NA,NA,NA,50,28,22
EKA,12/4/2014,rble,NA,NA,u,NA,NA,NA,NA,NA,NA,NA,NA,46,25,21
EKA,12/4/2014,rble,NA,NA,u,NA,NA,NA,NA,NA,NA,NA,NA,48,27,21
EKA,12/4/2014,rble,NA,NA,u,NA,NA,NA,NA,NA,NA,NA,NA,50,28,22
EKA,12/4/2014,rble,NA,NA,u,NA,NA,NA,NA,NA,NA,NA,NA,46,25,21
EKA,12/4/2014,rble,NA,NA,u,NA,NA,NA,NA,NA,NA,NA,NA,50,30,20
EKA,12/4/2014,rble,NA,NA,u,NA,NA,NA,NA,NA,NA,NA,NA,46,27,19
EKA,12/4/2014,rble,NA,NA,u,NA,NA,NA,NA,NA,NA,NA,NA,46,28.5,17.5
EKA,12/4/2014,rble,NA,NA,u,NA,NA,NA,NA,NA,NA,NA,NA,48,25,23
EKA,12/4/2014,rble,NA,NA,u,NA,NA,NA,NA,NA,NA,NA,NA,48,25,23
