site,date,species,band_number,colors,sex,tail,tarsus,wing,total_culmen,nares_to_tip,width,depth,gape,mass_bird_bag,mass_bag,mass
MOA,4/27/2016,rble,274144782,rgos,u,55,22.6,64,NA,NA,NA,NA,NA,45,25,20
MOA,4/27/2016,rble,274144783,roos,u,58.5,22.6,66.5,NA,NA,NA,NA,NA,45,26,19
MOA,4/27/2016,rble,NA,xxxx,u,NA,NA,NA,NA,NA,NA,NA,NA,45.5,24,21.5
PAH,4/28/2016,rble,274144823,ggws,u,54,23.3,64,12.9,6.9,4.6,4.9,10.8,44,24,20
PAH,4/28/2016,rble,274144824,gows,u,55,23.7,64.5,NA,NA,NA,NA,NA,47,26,21
PAH,4/28/2016,rwbu,274144825,yyys,u,77.5,20.4,80,NA,NA,NA,NA,NA,57,27,30
PAH,4/28/2016,rble,274144826,grws,u,57,23,68,NA,NA,NA,NA,NA,44.5,24,20.5
PAH,4/28/2016,rble,274144827,gwws,u,54,23.8,67,14.2,8.6,5.2,5,10.5,47,26,21
PAH,4/28/2016,rble,274144828,gyws,u,58,23.3,68,NA,NA,NA,NA,NA,44,25,19
PAH,4/28/2016,jawe,278048412,wwws,u,42,17.9,57.5,NA,NA,NA,NA,NA,36.5,25,11.5
WAI,5/2/2016,rvbu,250157706,rsdd,u,89,24.8,100.5,21,10.1,6.9,6.5,14.8,50,15,35
WAI,5/2/2016,jawe,263131149,ysgd,m,NA,16.8,58.5,14,7.3,3.7,3.1,9.3,26,15,11
WAI,5/2/2016,jawe,263131150,ysyy,m,NA,NA,NA,NA,NA,NA,NA,NA,28,15.5,12.5
WAI,5/2/2016,rvbu,265144443,rsdg,u,93,23.6,96,20.2,10.7,7,6.2,13.9,54,15,39
WAI,5/2/2016,rvbu,265144444,rsdr,u,94,23.5,95,19.4,10.8,6.2,5.5,12.8,59,19,40
WAI,5/2/2016,rvbu,265144445,rsdw,u,96,23.7,97,21,11.4,5.9,6.3,15.1,61,16,45
WAI,5/2/2016,rvbu,274144608,rsdo,u,89,23.5,94,18.9,10,6.6,6.2,13.1,55,12,43
WAI,5/2/2016,jawe,278048259,ysgo,u,42,17.5,59,14.8,7.9,4.3,3.3,9,33,22,11
PAH,5/3/2016,rble,274144829,odws,u,53,24.4,64,14.2,7.4,5.7,5.5,9.3,47,27,20
PAH,5/3/2016,jawe,278048311,dods,u,38,16.5,55,NA,NA,NA,NA,NA,38,25,13
WAI,5/5/2016,rble,274144831,osgy,u,61,22.8,68,13.3,7.7,4.6,4.4,10,52,34,18
WAI,5/5/2016,wrsh,274144832,ysdy,f,117,24.8,83,16.3,10,5.1,5,13.2,55,29,26
WAI,5/9/2016,rwbu,274144833,gsyr,u,80,20.2,79,15.8,8.2,5.3,5,12.4,52,26,26
WAI,5/9/2016,rwbu,274144834,gsyw,u,72,20.2,77,16.6,NA,NA,NA,NA,52,24,28
WAI,5/9/2016,rwbu,274144835,gsyx,u,76,18.9,78,NA,NA,NA,NA,NA,50,25,25
WAI,5/9/2016,rble,274144836,osod,u,59,24.2,69,15.7,7.7,4.7,4.8,9.3,49,29,20
MOA,5/9/2016,rble,274144840,xxxq,u,56,25.1,68,14,6.6,5.2,4.5,11,38,19,19
EKA,5/11/2016,wrsh,265144447,orrs,m,128,26.8,88,20.5,10.5,5.2,5.7,13.5,57,26,31
EKA,5/11/2016,rble,274144613,odds,u,52,22.8,63,NA,NA,NA,NA,NA,45,25,20
EKA,5/11/2016,rble,274144614,ogds,u,56,23.3,68,13.8,7.7,5,5.5,8.5,48,28,20
EKA,5/11/2016,rble,274144615,oods,u,56,22.3,69,NA,NA,NA,NA,NA,45,23,22
EKA,5/11/2016,rble,274144616,ords,u,NA,NA,NA,NA,NA,NA,NA,NA,47,24,23
EKA,5/11/2016,rble,274144619,ords,u,54.5,24.1,69,NA,NA,NA,NA,NA,46,25,21
EKA,5/11/2016,wrsh,274144620,rdrs,m,117,24.4,89,17.3,10.1,5.8,5.5,11.5,53,24,29
EKA,5/11/2016,wrsh,274144621,rgrs,m,130,25.3,90,18,11.1,5.6,5.6,11.1,55,24,31
EKA,5/11/2016,jawe,278048265,gyds,u,42,17.9,58,NA,NA,NA,NA,NA,40.5,30,10.5
EKA,5/12/2016,rwbu,265144449,ydos,u,78,21,81,17.7,10,5.9,4.8,12,52,25,27
EKA,5/12/2016,rble,274144623,rgds,u,61,22.6,64,14.8,7.9,5.2,5.2,8.6,46,24,22
EKA,5/12/2016,rble,274144626,rods,u,52,23.2,66,13.5,7.7,5.2,5.1,9,44,25,19
MOA,5/14/2016,rble,274144627,wros,u,55,22.9,69,13.4,7.7,5.3,4.7,9.6,45,24,21
MOA,5/14/2016,rble,274144628,wwos,u,59,25.7,65,NA,NA,NA,NA,NA,47,25,22
MOA,5/14/2016,rble,274144629,wyos,u,55,21.9,65,NA,NA,NA,NA,NA,46,26,20
MOA,5/14/2016,rble,274144630,ydos,u,58,21.7,69,NA,NA,NA,NA,NA,50.5,25,25.5
MOA,5/14/2016,rble,274144631,ygos,u,58,23.5,70,NA,NA,NA,NA,NA,46,25,21
MOA,5/14/2016,rble,274144632,ydos,u,57,23.7,68,NA,NA,NA,NA,NA,43,25,18
MOA,5/14/2016,rble,274144633,yoos,u,56,22.6,68.5,NA,NA,NA,NA,NA,48.5,28,20.5
MOA,5/14/2016,rble,274144634,yros,u,52,24,66,13.5,7.6,4.6,5,10.1,44.5,25,19.5
MOA,5/14/2016,rble,274144635,ywos,u,54,24.1,67.5,NA,NA,NA,NA,NA,42,24,18
MOA,5/14/2016,rble,274144636,xxxq,u,NA,NA,NA,NA,NA,NA,NA,NA,55,34,21
MOA,5/14/2016,rble,274144637,yyos,u,52,23.8,66,NA,NA,NA,NA,NA,44.5,25,19.5
MOA,5/14/2016,rble,274144638,rsdo,u,55.5,24.5,61,NA,NA,NA,NA,NA,46,25,21
MOA,5/14/2016,rble,274144639,rsod,u,54,23.2,66,NA,NA,NA,NA,NA,45.5,26,19.5
MOA,5/14/2016,rble,274144640,rsog,u,54,23.9,68,NA,NA,NA,NA,NA,45,24,21
MOA,5/14/2016,rble,274144641,rsoo,u,NA,NA,NA,NA,NA,NA,NA,NA,43,25,18
MOA,5/14/2016,rwbu,274144642,ddgs,u,79,NA,80,NA,NA,NA,NA,NA,56,25,31
MOA,5/14/2016,rble,274144643,rsor,u,NA,NA,NA,NA,NA,NA,NA,NA,45,30,15
WAI,5/16/2016,rble,274144644,osog,u,57,22.5,71,NA,NA,NA,NA,NA,46.5,24,22.5
WAI,5/16/2016,rwbu,274144645,dggs,u,NA,20.1,NA,NA,NA,NA,NA,NA,47,24,23
WAI,5/16/2016,jawe,278048270,ysgr,u,44,17,61,15.2,8.2,4.3,3.7,7.2,35,25,10
PAH,5/18/2016,rble,274144646,ogws,u,55,23.5,69,14.5,NA,NA,NA,NA,28,8,20
PAH,5/18/2016,wrsh,274144647,rors,f,108,26,85,17.6,10.3,5.2,4.8,11.7,55,25,30
PAH,5/18/2016,wrsh,274144648,rrrs,f,112,25.8,87,18.8,11,5.7,5,12,58,26,32
PAH,5/18/2016,jawe,278048271,dgys,u,39,17.7,56,NA,NA,NA,NA,NA,37,24,13
PAH,5/18/2016,jawe,278048272,dors,u,40,17.6,58,NA,NA,NA,NA,NA,36,25,11
PAH,5/18/2016,jawe,278048273,dows,u,42,17.6,59,14.9,7.2,4.1,3.4,8.3,35,25,10
PAH,5/18/2016,jawe,278048274,doys,u,42,16.6,58,14.9,7.2,4,NA,6.5,38,28,10
PAH,5/19/2016,jawe,263131156,xxxq,u,NA,NA,NA,NA,NA,NA,NA,NA,38,24,14
PAH,5/19/2016,rble,274144649,oows,u,57,24.7,66,14.5,7.8,5.4,5.3,9.9,47,26,21
EKA,5/19/2016,rble,274144838,rrds,u,59,22.9,68,15.4,9,5.2,5.9,10.4,45,25,20
EKA,5/19/2016,wrsh,274144839,ysgd,m,139,26,89,18.9,11.8,5.3,5.7,13.2,61,26,35
PAH,5/19/2016,jawe,278048275,oows,u,42,16.9,58,14.9,7.1,4.5,3.3,7.8,38.5,25,13.5
PAH,5/19/2016,jawe,278048276,dros,u,42,17.3,59,15.2,7.7,4.1,3.6,NA,34,23.5,10.5
EKA,5/19/2016,jawe,278048312,odds,m,43,16.7,58,NA,NA,NA,NA,NA,34,24.5,9.5
EKA,5/19/2016,jawe,278048313,ogds,u,41,17.9,58,15.3,8.2,3.5,4.6,7.6,35,22.5,12.5
EKA,5/19/2016,jawe,278048314,oods,u,40,17.6,57,NA,NA,NA,NA,NA,35,22.5,12.5
PAH,5/19/2016,rble,NA,xxxx,u,NA,NA,NA,NA,NA,NA,NA,NA,45,26,19
WAI,5/23/2016,jawe,263131157,ysrr,u,43,18.4,58,NA,NA,NA,NA,NA,38,27,11
PAH,5/24/2016,rble,274144841,yyos,u,57,25,71,NA,NA,NA,NA,NA,46,25,21
PAH,5/24/2016,wrsh,274144842,ysgg,m,155,25.9,95,NA,11.2,5.4,5.3,12.3,57.5,25,32.5
PAH,5/27/2016,rble,274144660,owws,u,53,24.2,64,14.4,NA,NA,NA,NA,48,26,22
PAH,5/27/2016,jawe,278048277,ooos,u,42,NA,57,15.4,NA,NA,NA,NA,36,25,11
EKA,5/29/2016,jawe,278048878,ords,u,40,18.8,58,13.9,7.5,4.5,3.7,7.4,36.5,25,11.5
WAI,5/30/2016,rble,274144663,osrg,u,54,NA,NA,NA,NA,NA,NA,NA,49,29,20
MOA,6/5/2016,wrsh,274144684,ysgo,f,105,23.9,83,NA,NA,NA,NA,NA,56,26,30
WAI,6/8/2016,rble,271152646,wswr,u,55.5,22.5,56,NA,NA,NA,NA,NA,44,26,18
WAI,6/8/2016,rble,274144685,osor,u,56,22.6,58,NA,NA,NA,NA,NA,45,26,19
WAI,6/8/2016,rble,274144686,osow,u,56,22.5,68,NA,NA,NA,NA,NA,47,25,22
WAI,6/8/2016,rble,274144687,dsyw,u,54,23.6,65,NA,NA,NA,NA,NA,45,24,21
WAI,6/8/2016,rble,274144688,osro,u,52,22.3,61,13.2,7.1,4.7,4.5,9.9,43,24,19
MOA,6/8/2016,rble,274144854,rswy,u,NA,NA,65,NA,NA,NA,NA,NA,41,26,15
WAI,6/8/2016,jawe,277019653,dods,u,42,17.2,57,14.2,7.5,3.9,3.4,6.4,40,30,10
WAI,6/8/2016,jawe,277019656,dwds,u,42,17.2,57,14.5,8.3,4.2,3.3,8.9,35,25,10
WAI,6/8/2016,jawe,277019657,gdds,f,40,17.2,58,NA,NA,NA,NA,NA,36,26,10
WAI,6/8/2016,jawe,278048281,drds,u,40,17.2,58,NA,NA,NA,NA,NA,34,24,10
WAI,6/8/2016,jawe,278048282,dyds,u,40,17.4,57,NA,NA,NA,NA,NA,36,25,11
WAI,6/8/2016,jawe,278048283,ggds,u,38,17.7,58,NA,NA,NA,NA,NA,34,23,11
WAI,6/8/2016,jawe,278048298,xxxs,u,NA,NA,NA,NA,NA,NA,NA,NA,34,25,9
WAI,6/9/2016,jawe,277019659,gods,u,39,16.8,57,13.9,7.4,3.9,3.4,5.8,38,29,9
MOA,6/12/2016,rwbu,265144451,dswo,u,80,18.9,80,17.1,8.4,5.4,4.9,12.8,53.5,25.5,28
MOA,6/12/2016,wrsh,274144689,ysgr,m,143,NA,90.5,17.4,10.5,4.7,5.2,11.3,57,24,33
MOA,6/12/2016,rble,274144690,rsyd,u,55,NA,65,13.8,6.5,4.4,4.6,10,26.5,12,14.5
MOA,6/12/2016,wrsh,274144691,ysgw,f,99,24.4,86,NA,NA,NA,NA,NA,52,25,27
MOA,6/12/2016,jawe,278048284,dswg,m,43,17.4,60,NA,NA,NA,NA,NA,34.5,24,10.5
PAH,6/14/2016,rble,274144694,rsdy,u,53,24.4,66,NA,NA,NA,NA,NA,48,25,23
PAH,6/14/2016,rwbu,274144696,gods,u,79,NA,80,16.5,NA,NA,NA,NA,52,25,27
PAH,6/14/2016,jawe,277019662,drrs,u,42,16.7,59,NA,NA,NA,NA,NA,36,25,11
MOA,6/15/2016,rvbu,265144454,dyds,f,80,24,91,18.2,9.8,6.2,5.9,NA,56,27,29
MOA,6/15/2016,rble,274144695,rsyg,u,57,23.3,65,NA,NA,NA,NA,NA,47.5,26,21.5
MOA,6/15/2016,rble,274144697,rsgo,u,57,24.3,69,14.1,7.8,5.1,4.7,9.3,51,29,22
MOA,6/15/2016,wrsh,274144698,rwrs,f,101,25.6,86,18.8,10.7,5.4,4.9,10.7,53,26,27
MOA,6/15/2016,jawe,278048286,dswo,u,41,17.2,60,NA,NA,NA,NA,NA,35,25,10
MOA,6/15/2016,jawe,278048287,dswr,u,41,17.8,58,13,6.9,3.4,3.1,7.4,34,25,9
MOA,6/15/2016,jawe,278048288,dsww,u,41,17.8,57,14,7.1,3.9,3.4,7.8,35,23,12
MOA,6/15/2016,jawe,278048289,dsyd,u,42.5,17,59,NA,NA,NA,NA,NA,37.5,26,11.5
MOA,6/15/2016,jawe,278048290,dswy,u,49,18.5,57,13.6,7.4,4.8,3.2,NA,38,25.5,12.5
MOA,6/15/2016,jawe,278048291,dsyg,u,42,17.9,59,14,7.7,4.3,3.7,7.2,36,25,11
MOA,6/15/2016,jawe,278048292,dsyw,u,41,17.9,59,NA,NA,NA,NA,NA,35,25,10
WAI,6/16/2016,rble,274144856,xxxs,f,55,23,66,NA,NA,NA,NA,NA,53,27,26
WAI,6/16/2016,jawe,278048420,xxxs,u,43,18.6,60,14,NA,NA,NA,NA,38,26,12
MOA,6/19/2016,wrsh,277102709,ysgy,f,106,23.6,84,17.9,10.4,5.9,5.5,10.4,61,30,31
WAI,6/20/2016,rble,277102801,osrr,f,51,24.7,65,NA,NA,NA,NA,NA,47,26,21
WAI,6/20/2016,rble,277102802,osrw,u,54,22.8,70,NA,NA,NA,NA,NA,49,28,21
WAI,6/20/2016,rble,277102803,xxxq,u,57,23.6,70,NA,NA,NA,NA,NA,55,33,22
MOA,6/22/2016,jawe,278048421,dgds,u,40,17,59,NA,NA,NA,NA,NA,38,27,11
EKA,6/29/2016,rble,277102716,ryds,u,50,24.2,67,14.6,8.2,5.7,5.3,9.4,47,23,24
EKA,6/29/2016,rble,277102717,wdds,u,52,23.4,68,14,7.8,5.6,5.1,7.5,43,23,20
EKA,6/29/2016,rble,277102718,wgds,u,51,NA,69,NA,NA,NA,NA,NA,46,25,21
EKA,6/29/2016,jawe,281093906,oyds,u,39,17,56,14.7,7.1,4.4,3.5,7.2,33,23,10
EKA,6/29/2016,jawe,281093908,rdds,u,40,17.2,57,NA,NA,NA,NA,NA,35,25,10
EKA,6/29/2016,jawe,281093912,rgds,u,43,17.3,58,13.5,7,4.2,4,5.3,34,25,9
WAI,6/30/2016,rble,274144860,osry,u,54,23.5,67,NA,NA,NA,NA,NA,48,25,23
EKA,6/30/2016,rwbu,277102720,ygos,f,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
WAI,6/30/2016,jawe,278048425,ysgw,u,41,18.3,56,NA,NA,NA,NA,NA,39,27,12
WAI,6/30/2016,jawe,278048426,ysgy,u,40,16.2,56,NA,NA,NA,NA,NA,38,28,10
PAH,7/1/2016,rvbu,250157707,rswd,u,95,24.1,98,21.8,11.2,7.5,5.9,11.5,65,25,40
PAH,7/1/2016,rble,277102721,rgws,u,55,23.2,69,NA,NA,NA,NA,NA,47,22,25
PAH,7/1/2016,rble,277102722,xxxs,u,NA,NA,NA,NA,NA,NA,NA,NA,46,24,22
PAH,7/1/2016,jawe,281093916,drws,u,38,16.1,56,NA,NA,NA,NA,NA,35,25,10
PAH,7/6/2016,rble,277102727,rows,u,56,23.5,70,NA,NA,NA,NA,NA,47,25,22
PAH,7/6/2016,rble,277102728,rrws,f,52,22,64,NA,NA,NA,NA,NA,45,25,20
PAH,7/6/2016,jawe,281093921,drys,u,43,18.5,56,NA,NA,NA,NA,NA,36,24,12
PAH,7/7/2016,rble,277102729,rwws,u,57,22.9,NA,NA,NA,NA,NA,NA,48,27,21
PAH,7/7/2016,rble,277102730,ryws,f,52,24,66,NA,NA,NA,NA,NA,47,25,22
PAH,7/7/2016,rble,277102731,wdws,f,52,23.5,66,NA,NA,NA,NA,NA,47,26,21
PAH,7/7/2016,rble,277102732,wows,f,55,23.5,63,NA,NA,NA,NA,NA,44,24,20
EKA,7/9/2016,jawe,236131166,rods,u,40,15.8,56,NA,NA,NA,NA,NA,38,27,11
EKA,7/9/2016,rwbu,277102734,dogs,u,80,20.2,82,16.6,8.3,5.7,4.9,12.1,54,26,28
EKA,7/9/2016,jawe,281093922,rrds,m,43,NA,59,NA,NA,NA,NA,NA,35,26,9
EKA,7/9/2016,jawe,281093924,ryds,m,44,17.3,61,NA,NA,NA,NA,NA,34,23,11
PAH,7/12/2016,rble,274144861,wrws,u,55,25,65,NA,NA,NA,NA,NA,52,26,26
PAH,7/12/2016,rble,274144862,yrws,f,48,24.4,59,NA,NA,NA,NA,NA,51,27,24
PAH,7/12/2016,rble,274144863,yows,u,56,24.4,67,NA,NA,NA,NA,NA,46,24,22
PAH,7/12/2016,jawe,278048427,dwos,u,43,17.8,60,NA,NA,NA,NA,NA,44,31,13
PAH,7/12/2016,jawe,278048428,dwrs,u,36,17.5,55,NA,NA,NA,NA,NA,42,31,11
PAH,7/13/2016,rble,274144864,ywos,u,56,23.5,67,NA,NA,NA,NA,NA,49,29,20
PAH,7/13/2016,rble,274144871,yros,u,51,24.2,68,NA,NA,NA,NA,NA,50,27,23
PAH,7/13/2016,rble,274144899,yors,u,54,23.9,68,NA,NA,NA,NA,NA,50,28,22
MOA,7/16/2016,jawe,263131171,xxxs,f,41,17.2,60,NA,NA,NA,NA,NA,37,27,10
MOA,7/16/2016,rble,277102440,xxxs,f,NA,NA,NA,NA,NA,NA,NA,NA,52,35,17
PAH,7/19/2016,rble,274144866,ygws,u,57,23.4,66,NA,NA,NA,NA,NA,49,30,19
PAH,7/19/2016,rwbu,274144867,gggs,u,70,19.3,74,NA,NA,NA,NA,NA,55,30,25
PAH,7/19/2016,rwbu,274144868,gogs,u,77,19,75,NA,NA,NA,NA,NA,52,27,25
PAH,7/19/2016,jawe,278048317,dyos,u,41,17,57,NA,NA,NA,NA,NA,44,32,12
EKA,7/23/2016,rwbu,277102757,drgs,u,73,19.6,74,NA,NA,NA,NA,NA,50,26,24
MOA,7/25/2016,rble,274144869,xxxq,f,NA,NA,NA,NA,NA,NA,NA,NA,49,28,21
MOA,7/25/2016,jawe,278048430,xxxq,u,40,16.9,58,NA,NA,NA,NA,NA,39,28,11
WAI,7/27/2016,rble,263131174,dwos,u,57,22.7,62,NA,NA,NA,NA,NA,48,24,24
WAI,7/27/2016,rble,277102759,oswg,f,55,24,64,NA,NA,NA,NA,NA,45.5,25,20.5
WAI,7/27/2016,rble,277102760,gswo,f,NA,24.7,66,NA,NA,NA,NA,NA,47,24,23
WAI,7/27/2016,rble,277102761,osoy,m,55,24.6,69,NA,NA,NA,NA,NA,46.5,23,23.5
WAI,7/27/2016,jawe,281093936,gswr,u,NA,17.2,59,NA,NA,NA,NA,NA,37,26,11
WAI,7/27/2016,jawe,281093937,gsww,u,41,17.9,57,NA,NA,NA,NA,NA,34,24,10
WAI,7/27/2016,jawe,281093938,gswy,u,41,17.5,58,NA,NA,NA,NA,NA,35,24,11
WAI,7/27/2016,jawe,281093944,goos,u,40,16.1,53,NA,NA,NA,NA,NA,32,23,9
WAI,7/28/2016,rwbu,277102762,yoos,u,81,20.4,84,NA,NA,NA,NA,NA,51,24,27
WAI,7/28/2016,rwbu,277102763,yros,u,83,19.9,84,NA,NA,NA,NA,NA,50,23,27
WAI,7/28/2016,jawe,281093945,gros,u,31,16.6,56,NA,NA,NA,NA,NA,36,25,11
MOA,8/3/2016,jawe,263131175,gods,u,45,17,61,NA,NA,NA,NA,NA,42,30.5,11.5
MOA,8/3/2016,rwbu,265144457,ywos,u,78,20.1,82,NA,NA,NA,NA,NA,53.5,24,29.5
MOA,8/3/2016,jawe,277019670,grds,u,40,16.9,57,NA,NA,NA,NA,NA,36,24,12
MOA,8/3/2016,rble,277102773,dgrs,u,55,25.5,67,NA,NA,NA,NA,NA,48,26,22
MOA,8/3/2016,rble,277102774,dors,u,62,24.2,72,NA,NA,NA,NA,NA,49,26,23
MOA,8/3/2016,rble,277102775,drrs,f,54,22.9,68,NA,NA,NA,NA,NA,44,24,20
MOA,8/3/2016,wrsh,277102776,wwrs,m,114,24,86,16.3,10.5,4.6,4.6,11.1,57,26,31
MOA,8/3/2016,rble,277102777,rsyw,u,59,21.3,69,NA,NA,NA,NA,NA,44,23,21
MOA,8/3/2016,rble,277102778,gdrs,u,43,22.7,63,NA,NA,NA,NA,NA,45,25,20
MOA,8/3/2016,rble,277102782,grrs,u,59,22.5,70,NA,NA,NA,NA,NA,47,24.5,22.5
MOA,8/3/2016,rble,277103781,gors,u,51,23.1,60,NA,NA,NA,NA,NA,46,24,22
MOA,8/3/2016,jawe,281093950,dwds,u,40,18,57,NA,NA,NA,NA,NA,38,27,11
MOA,8/3/2016,jawe,281093951,dwds,u,38,17.4,57,NA,NA,NA,NA,NA,34,24,10
MOA,8/3/2016,jawe,281093952,gdgs,u,37,16.8,57,NA,NA,NA,NA,NA,36,25,11
MOA,8/3/2016,jawe,281093953,ggds,u,39,NA,NA,NA,NA,NA,NA,NA,33,24.5,8.5
MOA,8/3/2016,jawe,281093954,gwds,u,43,16.4,57,NA,NA,NA,NA,NA,35.5,24,11.5
MOA,8/3/2016,rble,NA,xxxx,u,NA,NA,NA,NA,NA,NA,NA,NA,46,25.5,20.5
WAI,8/11/2016,rble,274144876,ysoy,u,53,23.1,63,NA,NA,NA,NA,NA,46,26,20
WAI,8/11/2016,rble,274144877,oswr,u,53,23.9,67,NA,NA,NA,NA,NA,48.5,27,21.5
MOA,8/13/2016,rwbu,274144878,gwgs,u,NA,18.6,NA,NA,NA,NA,NA,NA,52,27,25
WAI,8/15/2016,rble,274144879,xxxq,f,55,22.6,62,NA,NA,NA,NA,NA,47,24,23
WAI,8/15/2016,rble,274144880,xxxq,u,56,24.4,65,NA,NA,NA,NA,NA,49,26,23
WAI,8/15/2016,jawe,278048435,xxxq,u,42,17.1,56,NA,NA,NA,NA,NA,39,27,12
WAI,8/16/2016,rble,274144881,wwws,u,50,NA,62,NA,NA,NA,NA,NA,43,19,24
MOA,8/16/2016,jawe,281093958,rods,u,43,17.3,61,NA,NA,NA,NA,NA,39,27,12
MOA,8/16/2016,jawe,281093959,rrds,u,40,16.1,58,NA,NA,NA,NA,NA,35,25,10
MOA,8/16/2016,jawe,281093960,rwds,u,39,17.3,57,NA,NA,NA,NA,NA,34,NA,NA
EKA,8/17/2016,jawe,281093962,ysrd,u,39,17.5,58,NA,NA,NA,NA,NA,39,28,11
PAH,8/24/2016,rble,277102923,goys,f,56,22.6,67,NA,NA,NA,NA,NA,50,28,22
PAH,8/24/2016,rble,277102924,drys,u,52,22.5,62,NA,NA,NA,NA,NA,45,24,21
PAH,8/24/2016,rble,277102925,doys,u,53,23.2,63,NA,NA,NA,NA,NA,45,26,19
PAH,8/24/2016,rble,277102926,dgys,u,52,22.7,67,NA,NA,NA,NA,NA,48,29,19
PAH,8/24/2016,rble,277102928,wyws,u,56,23.2,64,NA,NA,NA,NA,NA,46,24,22
PAH,8/24/2016,rble,NA,xxxx,u,54,24.5,66,NA,NA,NA,NA,NA,38,18,20
MOA,8/25/2016,rble,274144884,rsoy,u,57,23.6,64,NA,NA,NA,NA,NA,53,32,21
MOA,8/25/2016,jawe,277019842,gyds,u,NA,18,58,NA,NA,NA,NA,NA,38,26,12
PAH,8/25/2016,rble,277102902,dyys,u,55,23.2,NA,NA,NA,NA,NA,NA,47,26,21
PAH,8/25/2016,rble,277102913,owys,f,53,23.6,68,NA,NA,NA,NA,NA,46,26,20
PAH,8/25/2016,rble,277102914,orys,u,52,23.2,65,NA,NA,NA,NA,NA,50,26,24
PAH,8/25/2016,rble,277102915,ooys,u,58,23.6,71,NA,NA,NA,NA,NA,47,24,23
PAH,8/25/2016,rble,277102916,osys,u,54,23.1,64,NA,NA,NA,NA,NA,44,24,20
PAH,8/25/2016,rble,277102918,odys,u,53,23.8,64,NA,NA,NA,NA,NA,47,24,23
PAH,8/25/2016,rble,277102919,ggys,u,50,22.9,59,NA,NA,NA,NA,NA,45,25.5,19.5
PAH,8/25/2016,rble,277102921,dwys,f,51,NA,67,NA,NA,NA,NA,NA,46,25,21
MOA,9/4/2016,rble,277102910,odrs,u,NA,23.2,67,NA,NA,NA,NA,NA,47,27,20
WAI,9/6/2016,rble,277102909,ddws,u,54,22.3,64,NA,NA,NA,NA,NA,42,24,18
MOA,9/12/2016,rble,277102903,orrs,u,52,22.5,65,NA,NA,NA,NA,NA,43,23,20
WAI,9/14/2016,jawe,281093972,ysor,m,43,16.9,58,NA,NA,NA,NA,NA,43,36,7
WAI,9/15/2016,rble,277102932,ggws,u,52,23.6,63,NA,NA,NA,NA,NA,46,25,21
WAI,9/15/2016,rwbu,277102933,osdg,f,80,21.3,82,NA,NA,NA,NA,NA,50,24,26
WAI,9/15/2016,rwbu,277102934,osdo,u,79,18.5,77,NA,NA,NA,NA,NA,47.5,26,21.5
WAI,9/15/2016,jawe,281093975,rswo,u,41,16.1,58,NA,NA,NA,NA,NA,18,7,11
MOA,9/20/2016,rble,277102939,oyrs,u,52,21.4,68,NA,NA,NA,NA,NA,46,28,18
MOA,9/21/2016,rble,277102941,rdrs,u,53,23.3,69,NA,NA,NA,NA,NA,49,26.5,22.5
MOA,9/21/2016,rble,277102942,rors,m,58,23.8,69,NA,NA,NA,NA,NA,49,26,23
MOA,9/21/2016,rble,277102944,rwrs,u,58,22.2,68,NA,NA,NA,NA,NA,49,29,20
MOA,9/21/2016,rble,277102946,wdrs,u,56,23.8,62,NA,NA,NA,NA,NA,46,26,20
MOA,9/21/2016,rble,277102949,wrrs,m,52,25,66,NA,NA,NA,NA,NA,47,25,22
MOA,9/21/2016,jawe,281093979,gogs,m,40,18.4,55,NA,NA,NA,NA,NA,35,25,10
MOA,9/22/2016,rvbu,135288464,osdd,u,NA,23.1,93,21.7,10.5,6.3,5.9,10.6,67,28.5,38.5
MOA,9/22/2016,wrsh,265144460,ygrs,m,120,25.1,90,17.1,10.3,4.9,4.9,12.9,59,28.5,30.5
MOA,9/22/2016,wrsh,277102951,yors,f,121,23.9,88,16.4,9.7,5.1,4.7,11,52,27,25
MOA,9/22/2016,jawe,281093980,ooos,m,NA,16.9,58,NA,NA,NA,NA,NA,54.5,43,11.5
PAH,9/23/2016,rvbu,265144461,gdds,u,NA,23.4,92,19.4,10,6.2,5.9,13.8,64,25,39
PAH,9/23/2016,rble,277102953,oyys,u,NA,23.9,65,NA,NA,NA,NA,NA,49,26,23
PAH,9/23/2016,rble,277102954,wdys,u,NA,23.9,66,NA,NA,NA,NA,NA,48.5,25,23.5
EKA,9/25/2016,wrsh,265144462,wswo,m,126,25.4,91,19.9,14.6,5.3,5.2,9.5,55,25,30
EKA,9/25/2016,jawe,277019685,ddgs,u,43,17.2,59,NA,NA,NA,NA,NA,37,26,11
EKA,9/25/2016,jawe,277019686,dogs,u,40,16.5,57,NA,NA,NA,NA,NA,41,26,15
EKA,9/25/2016,jawe,281093981,dggs,u,42,17,59,NA,NA,NA,NA,NA,37,26,11
EKA,9/25/2016,jawe,281093982,dwgs,u,41,17.2,58,NA,NA,NA,NA,NA,36,25,11
WAI,9/29/2016,jawe,281003086,xxxq,u,NA,18,55,NA,NA,NA,NA,NA,37.5,26,11.5
MOA,10/1/2016,rvbu,265144463,osdg,u,82,22.5,94,19.7,10.2,6.1,5.5,12.8,59,28,31
MOA,10/1/2016,rble,277102958,wyrs,u,58,24.7,68,NA,NA,NA,NA,NA,45,23.5,21.5
