genus_species,family,group,growth_form,leafsize_cm2,latitude,longitude,elevation_m,MAT,MAP,PPTgs,RADann
Pterospermum lanceifolium,Malvaceae,angio,Tree,60.75,23.570,99.080,400,22.00,1500.00,1496.00,199.08
Lithocarpus fohaiensis,Fagaceae,angio,Tree,60.75,23.570,99.080,400,22.00,1500.00,1496.00,199.08
Cinnamomum bejolghota,Lauraceae,angio,Tree,60.75,23.570,99.080,400,22.00,1500.00,1496.00,199.08
Castanopsis indica,Fagaceae,angio,Tree,60.75,23.570,99.080,400,22.00,1500.00,1496.00,199.08
Balakata baccata,Euphorbiaceae,angio,Tree,60.75,23.570,99.080,400,22.00,1500.00,1496.00,199.08
Chisocheton cumingianus subsp. balansae,Meliaceae,angio,Tree,60.75,23.570,99.080,400,22.00,1500.00,1496.00,199.08
Aglaia perviridis,Meliaceae,angio,Tree,60.75,23.570,99.080,400,22.00,1500.00,1496.00,199.08
Diospyros hasseltii,Ebenaceae,angio,Tree,60.75,23.570,99.080,400,22.00,1500.00,1496.00,199.08
Ocotea lancifolia,Lauraceae,angio,Tree,60.75,23.570,99.080,400,22.00,1500.00,1496.00,199.08
Knema cinerea var. glauca,Myristicaceae,angio,Tree,60.75,23.570,99.080,400,22.00,1500.00,1496.00,199.08
Pterospermum menglunense,Malvaceae,angio,Shrub,60.75,23.570,99.080,400,22.00,1500.00,1496.00,199.08
Litsea dilleniifolia,Lauraceae,angio,Tree,546.75,23.570,99.080,400,22.00,1500.00,1496.00,199.08
Neonauclea griffithii,Rubiaceae,angio,Tree,60.75,23.570,99.080,400,22.00,1500.00,1496.00,199.08
Beilschmiedia purpurascens,Lauraceae,angio,Tree,60.75,23.570,99.080,400,22.00,1500.00,1496.00,199.08
Nephelium lappaceum,Sapindaceae,angio,Tree,60.75,23.570,99.080,400,22.00,1500.00,1496.00,199.08
Harpullia cupanioides,Sapindaceae,angio,Tree,60.75,23.570,99.080,400,22.00,1500.00,1496.00,199.08
Dysoxylum gotadhora,Meliaceae,angio,Tree,60.75,23.570,99.080,400,22.00,1500.00,1496.00,199.08
Xanthophyllum flavescens,Polygalaceae,angio,Tree,60.75,23.570,99.080,400,22.00,1500.00,1496.00,199.08
Prunus grisea,Rosaceae,angio,Tree,60.75,23.570,99.080,400,22.00,1500.00,1496.00,199.08
Millettia leptobotrya,Fabaceae,angio,Tree,60.75,23.570,99.080,400,22.00,1500.00,1496.00,199.08
Phoebe puwenensis,Lauraceae,angio,Tree,60.75,23.570,99.080,400,22.00,1500.00,1496.00,199.08
Mitrephora thorelii,Annonaceae,angio,Tree,60.75,23.570,99.080,400,22.00,1500.00,1496.00,199.08
Acer garrettii,Sapindaceae,angio,Tree,60.75,23.570,99.080,400,22.00,1500.00,1496.00,199.08
Walsura pinnata,Meliaceae,angio,Tree,60.75,23.570,99.080,400,22.00,1500.00,1496.00,199.08
Garcinia xanthochymus,Clusiaceae,angio,Tree,546.75,23.570,99.080,400,22.00,1500.00,1496.00,199.08
Polyalthia simiarum subsp. cheliensis,Annonaceae,angio,Tree,60.75,23.570,99.080,400,22.00,1500.00,1496.00,199.08
Acronychia pedunculata,Rutaceae,angio,Tree,60.75,23.570,99.080,400,22.00,1500.00,1496.00,199.08
Syzygium cathayense,Myrtaceae,angio,Tree,60.75,23.570,99.080,400,22.00,1500.00,1496.00,199.08
Homalium ceylanicum,Salicaceae,angio,Tree,60.75,23.570,99.080,400,22.00,1500.00,1496.00,199.08
Gomphandra tetrandra,Stemonuraceae,angio,Tree,6.75,23.570,99.080,400,22.00,1500.00,1496.00,199.08
Memecylon polyanthum,Melastomataceae,angio,Tree,6.75,23.570,99.080,400,22.00,1500.00,1496.00,199.08
Machilus tenuipilis,Lauraceae,angio,Tree,60.75,23.570,99.080,400,22.00,1500.00,1496.00,199.08
Aporosa yunnanensis,Phyllanthaceae,angio,Tree,60.75,23.570,99.080,400,22.00,1500.00,1496.00,199.08
Abarema adenophora,Fabaceae,angio,Tree,30.38,10.431,-84.007,175,24.10,4505.00,3462.00,206.48
Aegiphila falcata,Lamiaceae,angio,Tree,51.39,10.431,-84.007,175,24.10,4505.00,3462.00,206.48
Alchornea costaricensis,Euphorbiaceae,angio,Tree,58.65,10.431,-84.007,175,24.10,4505.00,3462.00,206.48
Alchornea latifolia,Euphorbiaceae,angio,Tree,185.62,10.431,-84.007,175,24.10,4505.00,3462.00,206.48
Alchorneopsis floribunda,Euphorbiaceae,angio,Tree,96.41,10.431,-84.007,175,24.10,4505.00,3462.00,206.48
Allophylus psilospermus,Sapindaceae,angio,Tree,,10.431,-84.007,175,24.10,4505.00,3462.00,206.48
Ampelocera macrocarpa,Ulmaceae,angio,Tree,103.56,10.431,-84.007,175,24.10,4505.00,3462.00,206.48
Amphitecna kennedyae,Bignoniaceae,angio,Tree,130.66,10.431,-84.007,175,24.10,4505.00,3462.00,206.48
Anaxagorea crassipetala,Annonaceae,angio,Tree,162.37,10.431,-84.007,175,24.10,4505.00,3462.00,206.48
Anaxagorea phaeocarpa,Annonaceae,angio,Tree,125.28,10.431,-84.007,175,24.10,4505.00,3462.00,206.48
Andira inermis,Fabaceae,angio,Tree,17.65,10.431,-84.007,175,24.10,4505.00,3462.00,206.48
Annona montana,Annonaceae,angio,Tree,66.53,10.431,-84.007,175,24.10,4505.00,3462.00,206.48
Annona sp4404,Annonaceae,angio,Tree,56.63,10.431,-84.007,175,24.10,4505.00,3462.00,206.48
Apeiba membranacea,Malvaceae,angio,Tree,91.75,10.431,-84.007,175,24.10,4505.00,3462.00,206.48
Ardisia auriculata,Primulaceae,angio,Shrub,375.46,10.431,-84.007,175,24.10,4505.00,3462.00,206.48
Ardisia fimbrillifera,Primulaceae,angio,Tree,126.63,10.431,-84.007,175,24.10,4505.00,3462.00,206.48
Ardisia nigropunctata,Primulaceae,angio,Tree,229.49,10.431,-84.007,175,24.10,4505.00,3462.00,206.48
Aspidosperma spruceanum,Apocynaceae,angio,Tree,91.92,10.431,-84.007,175,24.10,4505.00,3462.00,206.48
Balizia elegans,Fabaceae,angio,Tree,13.99,10.431,-84.007,175,24.10,4505.00,3462.00,206.48
Bertiera guianensis,Rubiaceae,angio,Shrub,75.17,10.431,-84.007,175,24.10,4505.00,3462.00,206.48
Alibertia dwyeri,Rubiaceae,angio,Tree,147.63,10.431,-84.007,175,24.10,4505.00,3462.00,206.48
Bravaisia integerrima,Acanthaceae,angio,Tree,101.33,10.431,-84.007,175,24.10,4505.00,3462.00,206.48
Brosimum alicastrum,Moraceae,angio,Tree,74.18,10.431,-84.007,175,24.10,4505.00,3462.00,206.48
Brosimum guianense,Moraceae,angio,Tree,24.46,10.431,-84.007,175,24.10,4505.00,3462.00,206.48
Brosimum lactescens,Moraceae,angio,Tree,104.66,10.431,-84.007,175,24.10,4505.00,3462.00,206.48
Bunchosia polystachia,Malpighiaceae,angio,Tree,70.55,10.431,-84.007,175,24.10,4505.00,3462.00,206.48
Bursera simaruba,Burseraceae,angio,Tree,,10.431,-84.007,175,24.10,4505.00,3462.00,206.48
Byrsonima crispa,Malpighiaceae,angio,Tree,90.89,10.431,-84.007,175,24.10,4505.00,3462.00,206.48
Calophyllum brasiliense,Calophyllaceae,angio,Tree,12.06,10.431,-84.007,175,24.10,4505.00,3462.00,206.48
Capparis pittieri,Capparaceae,angio,Tree,101.85,10.431,-84.007,175,24.10,4505.00,3462.00,206.48
Carapa nicaraguensis,Meliaceae,angio,Tree,139.75,10.431,-84.007,175,24.10,4505.00,3462.00,206.48
Casearia arborea,Salicaceae,angio,Tree,31.41,10.431,-84.007,175,24.10,4505.00,3462.00,206.48
Casearia commersoniana,Salicaceae,angio,Tree,92.83,10.431,-84.007,175,24.10,4505.00,3462.00,206.48
Casearia corymbosa,Salicaceae,angio,Tree,117.14,10.431,-84.007,175,24.10,4505.00,3462.00,206.48
Casearia sylvestris,Salicaceae,angio,Tree,25.37,10.431,-84.007,175,24.10,4505.00,3462.00,206.48
Cassipourea guianensis,Rhizophoraceae,angio,Tree,15.25,10.431,-84.007,175,24.10,4505.00,3462.00,206.48
Castilla elastica,Moraceae,angio,Tree,282.8,10.431,-84.007,175,24.10,4505.00,3462.00,206.48
Cecropia obtusifolia,Urticaceae,angio,Tree,886.92,10.431,-84.007,175,24.10,4505.00,3462.00,206.48
Cedrela odorata,Meliaceae,angio,Tree,38.62,10.431,-84.007,175,24.10,4505.00,3462.00,206.48
Ceiba pentandra,Malvaceae,angio,Tree,,10.431,-84.007,175,24.10,4505.00,3462.00,206.48
Celtis schippii,Cannabaceae,angio,Tree,38.34,10.431,-84.007,175,24.10,4505.00,3462.00,206.48
Cespedesia spathulata,Ochnaceae,angio,Tree,799.41,10.431,-84.007,175,24.10,4505.00,3462.00,206.48
Cestrum schlechtendahlii,Solanaceae,angio,Shrub,143.87,10.431,-84.007,175,24.10,4505.00,3462.00,206.48
Cestrum racemosum,Solanaceae,angio,Tree,160.62,10.431,-84.007,175,24.10,4505.00,3462.00,206.48
Chimarrhis parviflora,Rubiaceae,angio,Tree,166.73,10.431,-84.007,175,24.10,4505.00,3462.00,206.48
Chrysochlamys nicaraguensis,Clusiaceae,angio,Tree,93.48,10.431,-84.007,175,24.10,4505.00,3462.00,206.48
Chrysophyllum venezuelanense,Sapotaceae,angio,Tree,91.43,10.431,-84.007,175,24.10,4505.00,3462.00,206.48
Cinnamomum chavarrianum,Lauraceae,angio,Tree,202.55,10.431,-84.007,175,24.10,4505.00,3462.00,206.48
Clarisia biflora,Moraceae,angio,Tree,66.59,10.431,-84.007,175,24.10,4505.00,3462.00,206.48
Clethra mexicana,Clethraceae,angio,Tree,146.65,10.431,-84.007,175,24.10,4505.00,3462.00,206.48
Cojoba catenata,Fabaceae,angio,Tree,52.97,10.431,-84.007,175,24.10,4505.00,3462.00,206.48
Colubrina spinosa,Rhamnaceae,angio,Tree,92.9,10.431,-84.007,175,24.10,4505.00,3462.00,206.48
Compsoneura sprucei,Myristicaceae,angio,Tree,120.85,10.431,-84.007,175,24.10,4505.00,3462.00,206.48
Conceveiba pleiostemona,Euphorbiaceae,angio,Tree,612.55,10.431,-84.007,175,24.10,4505.00,3462.00,206.48
Conostegia lasiopoda,Melastomataceae,angio,Tree,94.14,10.431,-84.007,175,24.10,4505.00,3462.00,206.48
Cordia alliodora,Boraginaceae,angio,Tree,65.41,10.431,-84.007,175,24.10,4505.00,3462.00,206.48
Cordia bicolor,Boraginaceae,angio,Tree,82.02,10.431,-84.007,175,24.10,4505.00,3462.00,206.48
Cordia dwyeri,Boraginaceae,angio,Tree,640.8,10.431,-84.007,175,24.10,4505.00,3462.00,206.48
Cordia lucidula,Boraginaceae,angio,Tree,58.3,10.431,-84.007,175,24.10,4505.00,3462.00,206.48
Couepia polyandra,Chrysobalanaceae,angio,Tree,72.41,10.431,-84.007,175,24.10,4505.00,3462.00,206.48
Palicourea hondensis,Rubiaceae,angio,Tree,297.69,10.431,-84.007,175,24.10,4505.00,3462.00,206.48
Coussarea impetiolaris,Rubiaceae,angio,Tree,58.09,10.431,-84.007,175,24.10,4505.00,3462.00,206.48
Coussarea talamancana,Rubiaceae,angio,Tree,133.81,10.431,-84.007,175,24.10,4505.00,3462.00,206.48
Croton schiedeanus,Euphorbiaceae,angio,Tree,114.67,10.431,-84.007,175,24.10,4505.00,3462.00,206.48
Cuatresia cuneata,Solanaceae,angio,Tree,102.92,10.431,-84.007,175,24.10,4505.00,3462.00,206.48
Cupania cinerea,Sapindaceae,angio,Tree,91.96,10.431,-84.007,175,24.10,4505.00,3462.00,206.48
Cupania livida,Sapindaceae,angio,Tree,79.52,10.431,-84.007,175,24.10,4505.00,3462.00,206.48
Cybianthus schlimii,Primulaceae,angio,Tree,616.87,10.431,-84.007,175,24.10,4505.00,3462.00,206.48
Cymbopetalum costaricense,Annonaceae,angio,Tree,79.17,10.431,-84.007,175,24.10,4505.00,3462.00,206.48
Cymbopetalum torulosum,Annonaceae,angio,Tree,95.72,10.431,-84.007,175,24.10,4505.00,3462.00,206.48
Dendropanax arboreus,Araliaceae,angio,Tree,79.94,10.431,-84.007,175,24.10,4505.00,3462.00,206.48
Dendropanax arboreus,Araliaceae,angio,Tree,72.41,10.431,-84.007,175,24.10,4505.00,3462.00,206.48
Desmopsis microcarpa,Annonaceae,angio,Tree,81.4,10.431,-84.007,175,24.10,4505.00,3462.00,206.48
Dichapetalum axillare,Dichapetalaceae,angio,Tree,39.01,10.431,-84.007,175,24.10,4505.00,3462.00,206.48
Dipteryx oleifera,Fabaceae,angio,Tree,139.84,10.431,-84.007,175,24.10,4505.00,3462.00,206.48
Drypetes variabilis,Putranjivaceae,angio,Tree,79.58,10.431,-84.007,175,24.10,4505.00,3462.00,206.48
Dussia cuscatlanica,Fabaceae,angio,Tree,94.53,10.431,-84.007,175,24.10,4505.00,3462.00,206.48
Dussia macroprophyllata,Fabaceae,angio,Tree,106.93,10.431,-84.007,175,24.10,4505.00,3462.00,206.48
Dystovomita paniculata,Clusiaceae,angio,Tree,298.57,10.431,-84.007,175,24.10,4505.00,3462.00,206.48
Erythrina cochleata,Fabaceae,angio,Tree,63.68,10.431,-84.007,175,24.10,4505.00,3462.00,206.48
Erythroxylum fimbriatum,Erythroxylaceae,angio,Tree,20.75,10.431,-84.007,175,24.10,4505.00,3462.00,206.48
Erythroxylum macrophyllum,Erythroxylaceae,angio,Tree,129.37,10.431,-84.007,175,24.10,4505.00,3462.00,206.48
Eschweilera longirachis,Lecythidaceae,angio,Tree,265.58,10.431,-84.007,175,24.10,4505.00,3462.00,206.48
Eugenia sarapiquensis,Myrtaceae,angio,Tree,81.16,10.431,-84.007,175,24.10,4505.00,3462.00,206.48
Faramea parvibractea,Rubiaceae,angio,Tree,63.28,10.431,-84.007,175,24.10,4505.00,3462.00,206.48
Faramea sp4478,Rubiaceae,angio,Tree,38.49,10.431,-84.007,175,24.10,4505.00,3462.00,206.48
Faramea glandulosa,Rubiaceae,angio,Tree,46.22,10.431,-84.007,175,24.10,4505.00,3462.00,206.48
Ficus colubrinae,Moraceae,angio,Tree,45.06,10.431,-84.007,175,24.10,4505.00,3462.00,206.48
Ficus insipida,Moraceae,angio,Tree,173.3,10.431,-84.007,175,24.10,4505.00,3462.00,206.48
Ficus maxima,Moraceae,angio,Tree,194.3,10.431,-84.007,175,24.10,4505.00,3462.00,206.48
Ficus pertusa,Moraceae,angio,HmEpi,36.82,10.431,-84.007,175,24.10,4505.00,3462.00,206.48
Ficus tonduzii,Moraceae,angio,Tree,271.27,10.431,-84.007,175,24.10,4505.00,3462.00,206.48
Garcinia intermedia,Clusiaceae,angio,Tree,133.67,10.431,-84.007,175,24.10,4505.00,3462.00,206.48
Gloeospermum boreale,Violaceae,angio,Tree,116.15,10.431,-84.007,175,24.10,4505.00,3462.00,206.48
Goethalsia meiantha,Malvaceae,angio,Tree,111.7,10.431,-84.007,175,24.10,4505.00,3462.00,206.48
Guarea glabra,Meliaceae,angio,Tree,53.2,10.431,-84.007,175,24.10,4505.00,3462.00,206.48
Guarea guidonia,Meliaceae,angio,Tree,78.03,10.431,-84.007,175,24.10,4505.00,3462.00,206.48
Guarea hoffmanniana,Meliaceae,angio,Tree,34.54,10.431,-84.007,175,24.10,4505.00,3462.00,206.48
Guarea rhopalocarpa,Meliaceae,angio,Tree,70.48,10.431,-84.007,175,24.10,4505.00,3462.00,206.48
Guarea sp4492,Meliaceae,angio,Tree,89.17,10.431,-84.007,175,24.10,4505.00,3462.00,206.48
Guarea glabra,Meliaceae,angio,Tree,193.55,10.431,-84.007,175,24.10,4505.00,3462.00,206.48
Guatteria aeruginosa,Annonaceae,angio,Tree,192.69,10.431,-84.007,175,24.10,4505.00,3462.00,206.48
Guatteria diospyroides,Annonaceae,angio,Tree,110.12,10.431,-84.007,175,24.10,4505.00,3462.00,206.48
Hamelia patens,Rubiaceae,angio,Shrub,26.9,10.431,-84.007,175,24.10,4505.00,3462.00,206.48
Hampea appendiculata,Malvaceae,angio,Tree,117.24,10.431,-84.007,175,24.10,4505.00,3462.00,206.48
Heisteria concinna,Erythropalaceae,angio,Tree,71.75,10.431,-84.007,175,24.10,4505.00,3462.00,206.48
Henriettea tuberculosa,Melastomataceae,angio,Tree,38.01,10.431,-84.007,175,24.10,4505.00,3462.00,206.48
Hernandia didymantha,Hernandiaceae,angio,Tree,214.58,10.431,-84.007,175,24.10,4505.00,3462.00,206.48
Hernandia stenura,Hernandiaceae,angio,Tree,231.74,10.431,-84.007,175,24.10,4505.00,3462.00,206.48
Herrania purpurea,Malvaceae,angio,Tree,896.58,10.431,-84.007,175,24.10,4505.00,3462.00,206.48
Heteropterys macrostachya,Malpighiaceae,angio,Liana,107.23,10.431,-84.007,175,24.10,4505.00,3462.00,206.48
Hippotis albiflora,Rubiaceae,angio,Tree,199.58,10.431,-84.007,175,24.10,4505.00,3462.00,206.48
Hirtella lemsii,Chrysobalanaceae,angio,Tree,40.77,10.431,-84.007,175,24.10,4505.00,3462.00,206.48
Hura crepitans,Euphorbiaceae,angio,Tree,87.52,10.431,-84.007,175,24.10,4505.00,3462.00,206.48
Hyeronima alchorneoides,Euphorbiaceae,angio,Tree,270.25,10.431,-84.007,175,24.10,4505.00,3462.00,206.48
Hymenolobium mesoamericanum,Fabaceae,angio,Tree,8.03,10.431,-84.007,175,24.10,4505.00,3462.00,206.48
Ilex skutchii,Aquifoliaceae,angio,Tree,52.67,10.431,-84.007,175,24.10,4505.00,3462.00,206.48
Inga acuminata,Fabaceae,angio,Tree,,10.431,-84.007,175,24.10,4505.00,3462.00,206.48
Inga densiflora,Fabaceae,angio,Tree,47.49,10.431,-84.007,175,24.10,4505.00,3462.00,206.48
Inga ruiziana,Fabaceae,angio,Tree,38.73,10.431,-84.007,175,24.10,4505.00,3462.00,206.48
Inga jinicuil,Fabaceae,angio,Tree,94.74,10.431,-84.007,175,24.10,4505.00,3462.00,206.48
Inga leiocalycina,Fabaceae,angio,Tree,38.58,10.431,-84.007,175,24.10,4505.00,3462.00,206.48
Inga mortoniana,Fabaceae,angio,Tree,45.55,10.431,-84.007,175,24.10,4505.00,3462.00,206.48
Inga pezizifera,Fabaceae,angio,Tree,52.46,10.431,-84.007,175,24.10,4505.00,3462.00,206.48
Inga punctata,Fabaceae,angio,Shrub,80.6,10.431,-84.007,175,24.10,4505.00,3462.00,206.48
Inga sertulifera,Fabaceae,angio,Tree,58.49,10.431,-84.007,175,24.10,4505.00,3462.00,206.48
Inga thibaudiana,Fabaceae,angio,Tree,39.71,10.431,-84.007,175,24.10,4505.00,3462.00,206.48
Inga tonduzii,Fabaceae,angio,Tree,97.2,10.431,-84.007,175,24.10,4505.00,3462.00,206.48
Ixora nicaraguensis,Rubiaceae,angio,Tree,47.06,10.431,-84.007,175,24.10,4505.00,3462.00,206.48
Jacaranda copaia,Bignoniaceae,angio,Tree,10.19,10.431,-84.007,175,24.10,4505.00,3462.00,206.48
Jacaratia dolichaula,Caricaceae,angio,Tree,55.44,10.431,-84.007,175,24.10,4505.00,3462.00,206.48
Lacistema aggregatum,Lacistemataceae,angio,Tree,49.88,10.431,-84.007,175,24.10,4505.00,3462.00,206.48
Lacunaria panamensis,Ochnaceae,angio,Tree,73.37,10.431,-84.007,175,24.10,4505.00,3462.00,206.48
Laetia procera,Salicaceae,angio,Tree,71.95,10.431,-84.007,175,24.10,4505.00,3462.00,206.48
Lecythis ampla,Lecythidaceae,angio,Tree,19.38,10.431,-84.007,175,24.10,4505.00,3462.00,206.48
Licania glabriflora,Chrysobalanaceae,angio,Tree,107.56,10.431,-84.007,175,24.10,4505.00,3462.00,206.48
Licaria sarapiquensis,Lauraceae,angio,Tree,81.85,10.431,-84.007,175,24.10,4505.00,3462.00,206.48
Licaria triandra,Lauraceae,angio,Tree,47.38,10.431,-84.007,175,24.10,4505.00,3462.00,206.48
Lonchocarpus heptaphyllus,Fabaceae,angio,Tree,81.59,10.431,-84.007,175,24.10,4505.00,3462.00,206.48
Lonchocarpus oliganthus,Fabaceae,angio,Tree,180.73,10.431,-84.007,175,24.10,4505.00,3462.00,206.48
Lozania pittieri,Lacistemataceae,angio,Tree,42.72,10.431,-84.007,175,24.10,4505.00,3462.00,206.48
Luehea seemannii,Malvaceae,angio,Tree,122.26,10.431,-84.007,175,24.10,4505.00,3462.00,206.48
Mabea occidentalis,Euphorbiaceae,angio,Tree,102.01,10.431,-84.007,175,24.10,4505.00,3462.00,206.48
Macrolobium costaricense,Fabaceae,angio,Tree,79.84,10.431,-84.007,175,24.10,4505.00,3462.00,206.48
Maquira guianensis subsp. costaricana,Moraceae,angio,Tree,129.23,10.431,-84.007,175,24.10,4505.00,3462.00,206.48
Marila laxiflora,Calophyllaceae,angio,Tree,85.96,10.431,-84.007,175,24.10,4505.00,3462.00,206.48
Meliosma donnellsmithii,Sabiaceae,angio,Tree,326.51,10.431,-84.007,175,24.10,4505.00,3462.00,206.48
Miconia smaragdina,Melastomataceae,angio,Tree,115.47,10.431,-84.007,175,24.10,4505.00,3462.00,206.48
Miconia affinis,Melastomataceae,angio,Tree,166.91,10.431,-84.007,175,24.10,4505.00,3462.00,206.48
Miconia ampla,Melastomataceae,angio,Tree,261.63,10.431,-84.007,175,24.10,4505.00,3462.00,206.48
Miconia appendiculata,Melastomataceae,angio,Tree,161.77,10.431,-84.007,175,24.10,4505.00,3462.00,206.48
Miconia elata,Melastomataceae,angio,Tree,480.09,10.431,-84.007,175,24.10,4505.00,3462.00,206.48
Miconia gracilis,Melastomataceae,angio,Tree,106.02,10.431,-84.007,175,24.10,4505.00,3462.00,206.48
Miconia impetiolaris,Melastomataceae,angio,Tree,139.72,10.431,-84.007,175,24.10,4505.00,3462.00,206.48
Miconia multispicata,Melastomataceae,angio,Tree,93.17,10.431,-84.007,175,24.10,4505.00,3462.00,206.48
Miconia punctata,Melastomataceae,angio,Tree,166.45,10.431,-84.007,175,24.10,4505.00,3462.00,206.48
Miconia stevensiana,Melastomataceae,angio,Tree,140.45,10.431,-84.007,175,24.10,4505.00,3462.00,206.48
Minquartia guianensis,Coulaceae,angio,Tree,166.08,10.431,-84.007,175,24.10,4505.00,3462.00,206.48
Mortoniodendron guatemalense,Malvaceae,angio,Tree,28.63,10.431,-84.007,175,24.10,4505.00,3462.00,206.48
Myrciaria floribunda,Myrtaceae,angio,Tree,15.04,10.431,-84.007,175,24.10,4505.00,3462.00,206.48
Myriocarpa longipes,Urticaceae,angio,Shrub,331.38,10.431,-84.007,175,24.10,4505.00,3462.00,206.48
Naucleopsis naga,Moraceae,angio,Tree,107.56,10.431,-84.007,175,24.10,4505.00,3462.00,206.48
Nectandra hypoleuca,Lauraceae,angio,Tree,164.32,10.431,-84.007,175,24.10,4505.00,3462.00,206.48
Nectandra membranacea,Lauraceae,angio,Tree,153.25,10.431,-84.007,175,24.10,4505.00,3462.00,206.48
Neea amplifolia,Nyctaginaceae,angio,Shrub,166.74,10.431,-84.007,175,24.10,4505.00,3462.00,206.48
Neea delicatula,Nyctaginaceae,angio,Tree,23.92,10.431,-84.007,175,24.10,4505.00,3462.00,206.48
Neea amplifolia,Nyctaginaceae,angio,Tree,50.71,10.431,-84.007,175,24.10,4505.00,3462.00,206.48
Neea psychotrioides,Nyctaginaceae,angio,Tree,69.1,10.431,-84.007,175,24.10,4505.00,3462.00,206.48
Ochroma pyramidale,Malvaceae,angio,Tree,516.27,10.431,-84.007,175,24.10,4505.00,3462.00,206.48
Ocotea bijuga,Lauraceae,angio,Tree,96.67,10.431,-84.007,175,24.10,4505.00,3462.00,206.48
Ocotea cernua,Lauraceae,angio,Tree,31.81,10.431,-84.007,175,24.10,4505.00,3462.00,206.48
Ocotea hartshorniana,Lauraceae,angio,Tree,66.41,10.431,-84.007,175,24.10,4505.00,3462.00,206.48
Ocotea meziana,Lauraceae,angio,Tree,91.15,10.431,-84.007,175,24.10,4505.00,3462.00,206.48
Ocotea tenera,Lauraceae,angio,Tree,47.85,10.431,-84.007,175,24.10,4505.00,3462.00,206.48
Ormosia intermedia,Fabaceae,angio,Tree,65.31,10.431,-84.007,175,24.10,4505.00,3462.00,206.48
Ormosia tenuivalvis,Fabaceae,angio,Tree,62.22,10.431,-84.007,175,24.10,4505.00,3462.00,206.48
Ossaea macrophylla,Melastomataceae,angio,Tree,179.74,10.431,-84.007,175,24.10,4505.00,3462.00,206.48
Ossaea robusta,Melastomataceae,angio,Tree,150.77,10.431,-84.007,175,24.10,4505.00,3462.00,206.48
Otoba novogranatensis,Myristicaceae,angio,Tree,196.14,10.431,-84.007,175,24.10,4505.00,3462.00,206.48
Ouratea lucens,Ochnaceae,angio,Shrub,30.2,10.431,-84.007,175,24.10,4505.00,3462.00,206.48
Pachira aquatica,Malvaceae,angio,Tree,,10.431,-84.007,175,24.10,4505.00,3462.00,206.48
Parathesis trichogyne,Primulaceae,angio,Tree,107.51,10.431,-84.007,175,24.10,4505.00,3462.00,206.48
Paullinia pinnata,Sapindaceae,angio,Liana,,10.431,-84.007,175,24.10,4505.00,3462.00,206.48
Pentaclethra macroloba,Fabaceae,angio,Tree,,10.431,-84.007,175,24.10,4505.00,3462.00,206.48
Pentagonia macrophylla,Rubiaceae,angio,Tree,2229.88,10.431,-84.007,175,24.10,4505.00,3462.00,206.48
Perebea hispidula,Moraceae,angio,Tree,56.54,10.431,-84.007,175,24.10,4505.00,3462.00,206.48
Tabernaemontana arborea,Apocynaceae,angio,Tree,53.83,10.431,-84.007,175,24.10,4505.00,3462.00,206.48
Piper aduncum,Piperaceae,angio,Tree,36.24,10.431,-84.007,175,24.10,4505.00,3462.00,206.48
Pleuranthodendron lindenii,Salicaceae,angio,Tree,99.29,10.431,-84.007,175,24.10,4505.00,3462.00,206.48
Posoqueria coriacea,Rubiaceae,angio,Tree,388.28,10.431,-84.007,175,24.10,4505.00,3462.00,206.48
Posoqueria redonda,Rubiaceae,angio,Tree,103.93,10.431,-84.007,175,24.10,4505.00,3462.00,206.48
Posoqueria latifolia,Rubiaceae,angio,Tree,103.85,10.431,-84.007,175,24.10,4505.00,3462.00,206.48
