genus_species,family,group,growth_form,leafsize_cm2,latitude,longitude,elevation_m,MAT,MAP,PPTgs,RADann
Hakea varia,Proteaceae,angio,Shrub,0.35,-34.517,118.217,300,15.50,681.00,577.00,194.59
Hakea amplexicaulis,Proteaceae,angio,Shrub,22.22,-34.983,116.733,18,14.50,794.00,1265.00,195.34
Hakea falcata,Proteaceae,angio,Shrub,4.2,-34.983,116.733,18,14.50,794.00,1265.00,195.34
Hakea florida,Proteaceae,angio,Shrub,0.9,-34.983,116.733,18,14.50,794.00,1265.00,195.34
Hakea linearis,Proteaceae,angio,Shrub,0.75,-34.983,116.733,18,14.50,794.00,1265.00,195.34
Hakea oleifolia,Proteaceae,angio,Shrub,1.67,-34.983,116.733,18,14.50,794.00,1265.00,195.34
Hakea prostrata,Proteaceae,angio,Shrub,4.14,-34.983,116.733,18,14.50,794.00,1265.00,195.34
Hakea brownii,Proteaceae,angio,Shrub,9.83,-30.117,115.917,198,18.10,497.00,370.00,234.76
Hakea candolleana,Proteaceae,angio,Shrub,0.91,-30.117,115.917,198,18.10,497.00,370.00,234.76
Hakea circumalata,Proteaceae,angio,Shrub,0.29,-30.117,115.917,198,18.10,497.00,370.00,234.76
Hakea cygna,Proteaceae,angio,Shrub,1.34,-30.117,115.917,198,18.10,497.00,370.00,234.76
Hakea gilbertii,Proteaceae,angio,Shrub,0.31,-30.117,115.917,198,18.10,497.00,370.00,234.76
Hakea obliqua,Proteaceae,angio,Shrub,0.7,-30.117,115.917,198,18.10,497.00,370.00,234.76
Hakea platysperma,Proteaceae,angio,Shrub,1.92,-30.117,115.917,198,18.10,497.00,370.00,234.76
Hakea polyanthema,Proteaceae,angio,Shrub,0.6,-30.117,115.917,198,18.10,497.00,370.00,234.76
Hakea recurva,Proteaceae,angio,Shrub,0.94,-30.117,115.917,198,18.10,497.00,370.00,234.76
Hakea recurva spp_recurva,Proteaceae,angio,Shrub,2.31,-30.117,115.917,198,18.10,497.00,370.00,234.76
Hakea scoparia,Proteaceae,angio,Shrub,3.5,-30.117,115.917,198,18.10,497.00,370.00,234.76
Calotropis gigantea,Apocynaceae,angio,Tree,49.3,10.300,-66.560,15,26.70,500.00,3397.00,233.48
Heliotropium angiospermum,Boraginaceae,angio,Herb,6.79,10.300,-66.560,15,26.70,500.00,3397.00,233.48
Euploca polyphylla,Boraginaceae,angio,Herb,0.52,10.300,-66.560,15,26.70,500.00,3397.00,233.48
Tournefortia scandens,Boraginaceae,angio,Herb,7.53,10.300,-66.560,15,26.70,500.00,3397.00,233.48
Pereskia grandifolia,Cactaceae,angio,Shrub,8.09,10.300,-66.560,15,26.70,500.00,3397.00,233.48
Parkinsonia aculeata,Fabaceae,angio,Shrub,0.19,10.300,-66.560,15,26.70,500.00,3397.00,233.48
Quadrella odoratissima,Capparaceae,angio,Tree,0.37,10.300,-66.560,15,26.70,500.00,3397.00,233.48
Ipomoea pes-caprae,Convolvulaceae,angio,Vine,13.9,10.300,-66.560,15,26.70,500.00,3397.00,233.48
Mallotus rhamnifolius,Euphorbiaceae,angio,Shrub,10.2,10.300,-66.560,15,26.70,500.00,3397.00,233.48
Euphorbia mesembryanthemifolia,Euphorbiaceae,angio,Herb,0.16,10.300,-66.560,15,26.70,500.00,3397.00,233.48
Jatropha gossypiifolia,Euphorbiaceae,angio,Herb,18.6,10.300,-66.560,15,26.70,500.00,3397.00,233.48
Chloris radiata,Poaceae,angio,Grass,7.34,10.300,-66.560,15,26.70,500.00,3397.00,233.48
Chloris virgata,Poaceae,angio,Grass,6.6,10.300,-66.560,15,26.70,500.00,3397.00,233.48
Setaria macrostachya,Poaceae,angio,Grass,15.8,10.300,-66.560,15,26.70,500.00,3397.00,233.48
Sporobolus indicus,Poaceae,angio,Grass,1.2,10.300,-66.560,15,26.70,500.00,3397.00,233.48
Thespesia populnea,Malvaceae,angio,Tree,28.2,10.300,-66.560,15,26.70,500.00,3397.00,233.48
Malpighia glabra,Malpighiaceae,angio,Tree,5.39,10.300,-66.560,15,26.70,500.00,3397.00,233.48
Pithecellobium oblongum,Fabaceae,angio,Shrub,0.93,10.300,-66.560,15,26.70,500.00,3397.00,233.48
Prosopis juliflora,Fabaceae,angio,Tree,0.08,10.300,-66.560,15,26.70,500.00,3397.00,233.48
Coccoloba uvifera,Polygonaceae,angio,Tree,201.8,10.300,-66.560,15,26.70,500.00,3397.00,233.48
Lycium tweedianum,Solanaceae,angio,Shrub,0.2,10.300,-66.560,15,26.70,500.00,3397.00,233.48
Jacquinia sp13053,Primulaceae,angio,Shrub,7.33,10.300,-66.560,15,26.70,500.00,3397.00,233.48
Tapirira guianensis,Anacardiaceae,angio,Tree,49.6,6.935,-61.345,325,21.00,2000.00,1056.00,219.01
Anaxagorea sp13056,Annonaceae,angio,Tree,30.5,6.935,-61.345,325,21.00,2000.00,1056.00,219.01
Rollinia exsucca,Annonaceae,angio,Tree,51.7,6.935,-61.345,325,21.00,2000.00,1056.00,219.01
Unonopsis glaucopetala,Annonaceae,angio,Tree,109.7,6.935,-61.345,325,21.00,2000.00,1056.00,219.01
Aspidosperma album,Apocynaceae,angio,Tree,55.1,6.935,-61.345,325,21.00,2000.00,1056.00,219.01
Aspidosperma excelsum,Apocynaceae,angio,Tree,74.4,6.935,-61.345,325,21.00,2000.00,1056.00,219.01
Aspidosperma excelsum,Apocynaceae,angio,Tree,19,6.935,-61.345,325,21.00,2000.00,1056.00,219.01
Aspidosperma megalocarpon,Apocynaceae,angio,Tree,74.6,6.935,-61.345,325,21.00,2000.00,1056.00,219.01
Himatanthus articulatus,Apocynaceae,angio,Tree,144.7,6.935,-61.345,325,21.00,2000.00,1056.00,219.01
Schefflera morototoni,Araliaceae,angio,Tree,88.5,6.935,-61.345,325,21.00,2000.00,1056.00,219.01
Jacaranda obtusifolia,Bignoniaceae,angio,Tree,46.6,6.935,-61.345,325,21.00,2000.00,1056.00,219.01
Cordia alliodora,Boraginaceae,angio,Tree,22.9,6.935,-61.345,325,21.00,2000.00,1056.00,219.01
Cordia exaltata,Boraginaceae,angio,Tree,77.9,6.935,-61.345,325,21.00,2000.00,1056.00,219.01
Cordia nodosa,Boraginaceae,angio,Tree,105.6,6.935,-61.345,325,21.00,2000.00,1056.00,219.01
Cordia sericicalyx,Boraginaceae,angio,Tree,32.9,6.935,-61.345,325,21.00,2000.00,1056.00,219.01
Lepidocordia punctata,Boraginaceae,angio,Tree,27.6,6.935,-61.345,325,21.00,2000.00,1056.00,219.01
Dacryodes roraimensis,Burseraceae,angio,Tree,21.5,6.935,-61.345,325,21.00,2000.00,1056.00,219.01
Protium decandrum,Burseraceae,angio,Tree,24.8,6.935,-61.345,325,21.00,2000.00,1056.00,219.01
Protium sp13077,Burseraceae,angio,Tree,40.2,6.935,-61.345,325,21.00,2000.00,1056.00,219.01
Protium insigne/neglectum,Burseraceae,angio,Tree,16.2,6.935,-61.345,325,21.00,2000.00,1056.00,219.01
Protium tenuifolium,Burseraceae,angio,Tree,60.5,6.935,-61.345,325,21.00,2000.00,1056.00,219.01
Tetragastris panamensis,Burseraceae,angio,Tree,28.8,6.935,-61.345,325,21.00,2000.00,1056.00,219.01
Tetragastris sp13087,Burseraceae,angio,Tree,42.2,6.935,-61.345,325,21.00,2000.00,1056.00,219.01
Capparis amplissima,Capparaceae,angio,Tree,34.1,6.935,-61.345,325,21.00,2000.00,1056.00,219.01
Capparidastrum osmanthum,Capparaceae,angio,Tree,130,6.935,-61.345,325,21.00,2000.00,1056.00,219.01
Crateva tapia,Capparaceae,angio,Tree,68.5,6.935,-61.345,325,21.00,2000.00,1056.00,219.01
Goupia glabra,Goupiaceae,angio,Tree,24.3,6.935,-61.345,325,21.00,2000.00,1056.00,219.01
Couepia guianensis subsp. glandulosa,Chrysobalanaceae,angio,Tree,21.2,6.935,-61.345,325,21.00,2000.00,1056.00,219.01
Hirtella americana,Chrysobalanaceae,angio,Tree,154.8,6.935,-61.345,325,21.00,2000.00,1056.00,219.01
Hirtella davisii,Chrysobalanaceae,angio,Tree,38.4,6.935,-61.345,325,21.00,2000.00,1056.00,219.01
Licania alba,Chrysobalanaceae,angio,Tree,150.1,6.935,-61.345,325,21.00,2000.00,1056.00,219.01
Licania densiflora,Chrysobalanaceae,angio,Tree,58.7,6.935,-61.345,325,21.00,2000.00,1056.00,219.01
Licania hypoleuca,Chrysobalanaceae,angio,Tree,8.51,6.935,-61.345,325,21.00,2000.00,1056.00,219.01
Licania parvifructa,Chrysobalanaceae,angio,Tree,17.7,6.935,-61.345,325,21.00,2000.00,1056.00,219.01
Licania rufescens,Chrysobalanaceae,angio,Tree,36.8,6.935,-61.345,325,21.00,2000.00,1056.00,219.01
Licania sp13104,Chrysobalanaceae,angio,Tree,11.5,6.935,-61.345,325,21.00,2000.00,1056.00,219.01
Parinari excelsa,Chrysobalanaceae,angio,Tree,16.2,6.935,-61.345,325,21.00,2000.00,1056.00,219.01
Caraipa richardiana,Calophyllaceae,angio,Tree,59.6,6.935,-61.345,325,21.00,2000.00,1056.00,219.01
Clusia sp13107,Clusiaceae,angio,Tree,81.4,6.935,-61.345,325,21.00,2000.00,1056.00,219.01
Garcinia brasiliensis,Clusiaceae,angio,Tree,54.5,6.935,-61.345,325,21.00,2000.00,1056.00,219.01
Rheedia sp13109,Clusiaceae,angio,Tree,250.6,6.935,-61.345,325,21.00,2000.00,1056.00,219.01
Symphonia globulifera,Clusiaceae,angio,Tree,10.3,6.935,-61.345,325,21.00,2000.00,1056.00,219.01
Tovomita brevistaminea,Clusiaceae,angio,Tree,61.6,6.935,-61.345,325,21.00,2000.00,1056.00,219.01
Vismia guianensis,Hypericaceae,angio,Tree,20.5,6.935,-61.345,325,21.00,2000.00,1056.00,219.01
Vismia sp13113,Hypericaceae,angio,Tree,12.3,6.935,-61.345,325,21.00,2000.00,1056.00,219.01
Buchenavia tetraphylla,Combretaceae,angio,Tree,8.1,6.935,-61.345,325,21.00,2000.00,1056.00,219.01
Tapura guianensis,Dichapetalaceae,angio,Tree,44.7,6.935,-61.345,325,21.00,2000.00,1056.00,219.01
Diospyros lissocarpoides,Ebenaceae,angio,Tree,170.8,6.935,-61.345,325,21.00,2000.00,1056.00,219.01
Diospyros capreifolia,Ebenaceae,angio,Tree,19.5,6.935,-61.345,325,21.00,2000.00,1056.00,219.01
Sloanea guianensis,Elaeocarpaceae,angio,Tree,54.2,6.935,-61.345,325,21.00,2000.00,1056.00,219.01
Chaetocarpus schomburgkianus,Euphorbiaceae,angio,Tree,47.6,6.935,-61.345,325,21.00,2000.00,1056.00,219.01
Conceveiba guianensis,Euphorbiaceae,angio,Tree,59.5,6.935,-61.345,325,21.00,2000.00,1056.00,219.01
Croton matourensis,Euphorbiaceae,angio,Tree,139.4,6.935,-61.345,325,21.00,2000.00,1056.00,219.01
Drypetes variabilis,Putranjivaceae,angio,Tree,58.6,6.935,-61.345,325,21.00,2000.00,1056.00,219.01
Hieronyma alchorneoides var. stipulosa,Phyllanthaceae,angio,Tree,75.7,6.935,-61.345,325,21.00,2000.00,1056.00,219.01
Pera bicolor,Euphorbiaceae,angio,Shrub,20.6,6.935,-61.345,325,21.00,2000.00,1056.00,219.01
Piranhea longipedunculata,Picrodendraceae,angio,Tree,37.9,6.935,-61.345,325,21.00,2000.00,1056.00,219.01
Pogonophora sagotia,Euphorbiaceae,angio,Tree,89.1,6.935,-61.345,325,21.00,2000.00,1056.00,219.01
Pausandra martini,Euphorbiaceae,angio,Tree,181.2,6.935,-61.345,325,21.00,2000.00,1056.00,219.01
Brownea coccinea subsp. capitella,Fabaceae,angio,Tree,42.1,6.935,-61.345,325,21.00,2000.00,1056.00,219.01
Crudia glaberrima,Fabaceae,angio,Tree,21.8,6.935,-61.345,325,21.00,2000.00,1056.00,219.01
Crudia oblonga,Fabaceae,angio,Tree,18.9,6.935,-61.345,325,21.00,2000.00,1056.00,219.01
Hymenaea courbaril,Fabaceae,angio,Tree,11.1,6.935,-61.345,325,21.00,2000.00,1056.00,219.01
Mora excelsa,Fabaceae,angio,Tree,52.3,6.935,-61.345,325,21.00,2000.00,1056.00,219.01
Peltogyne porphyrocardia,Fabaceae,angio,Tree,20.7,6.935,-61.345,325,21.00,2000.00,1056.00,219.01
Peltogyne sp13141,Fabaceae,angio,Tree,65.9,6.935,-61.345,325,21.00,2000.00,1056.00,219.01
Sclerolobium paniculatum,Fabaceae,angio,Tree,36.3,6.935,-61.345,325,21.00,2000.00,1056.00,219.01
Sclerolobium sp13145,Fabaceae,angio,Tree,40.9,6.935,-61.345,325,21.00,2000.00,1056.00,219.01
Inga alba,Fabaceae,angio,Tree,21.1,6.935,-61.345,325,21.00,2000.00,1056.00,219.01
Inga capitata,Fabaceae,angio,Tree,20.9,6.935,-61.345,325,21.00,2000.00,1056.00,219.01
Inga rubiginosa,Fabaceae,angio,Tree,75.8,6.935,-61.345,325,21.00,2000.00,1056.00,219.01
Inga sp13153,Fabaceae,angio,Tree,39,6.935,-61.345,325,21.00,2000.00,1056.00,219.01
Parkia pendula,Fabaceae,angio,Tree,,6.935,-61.345,325,21.00,2000.00,1056.00,219.01
Pseudopiptadenia psilostachya,Fabaceae,angio,Tree,5.56,6.935,-61.345,325,21.00,2000.00,1056.00,219.01
Marmaroxylon basijugum,Fabaceae,angio,Tree,72.8,6.935,-61.345,325,21.00,2000.00,1056.00,219.01
Marmaroxylon claviflorum,Fabaceae,angio,Tree,151.6,6.935,-61.345,325,21.00,2000.00,1056.00,219.01
Abarema jupunba,Fabaceae,angio,Tree,4.76,6.935,-61.345,325,21.00,2000.00,1056.00,219.01
Stryphnodendron microstachyum,Fabaceae,angio,Tree,0.87,6.935,-61.345,325,21.00,2000.00,1056.00,219.01
Alexa imperatricis,Fabaceae,angio,Tree,159.1,6.935,-61.345,325,21.00,2000.00,1056.00,219.01
Andira surinamensis,Fabaceae,angio,Tree,19.1,6.935,-61.345,325,21.00,2000.00,1056.00,219.01
Diplotropis purpurea,Fabaceae,angio,Tree,25.8,6.935,-61.345,325,21.00,2000.00,1056.00,219.01
Dipteryx odorata,Fabaceae,angio,Tree,65.3,6.935,-61.345,325,21.00,2000.00,1056.00,219.01
Hymenolobium sp13177,Fabaceae,angio,Tree,4.8,6.935,-61.345,325,21.00,2000.00,1056.00,219.01
Lonchocarpus sericeus,Fabaceae,angio,Tree,7.5,6.935,-61.345,325,21.00,2000.00,1056.00,219.01
Pterocarpus rohrii,Fabaceae,angio,Tree,30.1,6.935,-61.345,325,21.00,2000.00,1056.00,219.01
Pterocarpus sp13183,Fabaceae,angio,Tree,20.5,6.935,-61.345,325,21.00,2000.00,1056.00,219.01
Banara nitida,Salicaceae,angio,Tree,45.2,6.935,-61.345,325,21.00,2000.00,1056.00,219.01
Casearia guianensis,Salicaceae,angio,Tree,27.2,6.935,-61.345,325,21.00,2000.00,1056.00,219.01
Casearia rusbyana,Salicaceae,angio,Tree,14.5,6.935,-61.345,325,21.00,2000.00,1056.00,219.01
Laetia procera,Salicaceae,angio,Tree,64.1,6.935,-61.345,325,21.00,2000.00,1056.00,219.01
Laetia sp13190,Salicaceae,angio,Tree,82,6.935,-61.345,325,21.00,2000.00,1056.00,219.01
Sacoglottis cydonioides,Humiriaceae,angio,Tree,48.6,6.935,-61.345,325,21.00,2000.00,1056.00,219.01
Lacistema aggregatum,Lacistemataceae,angio,Tree,46.4,6.935,-61.345,325,21.00,2000.00,1056.00,219.01
Aniba excelsa,Lauraceae,angio,Tree,154.2,6.935,-61.345,325,21.00,2000.00,1056.00,219.01
Aniba riparia,Lauraceae,angio,Tree,71.2,6.935,-61.345,325,21.00,2000.00,1056.00,219.01
Beilschmiedia curviramea,Lauraceae,angio,Tree,39.4,6.935,-61.345,325,21.00,2000.00,1056.00,219.01
Rhodostemonodaphne grandis,Lauraceae,angio,Tree,36.6,6.935,-61.345,325,21.00,2000.00,1056.00,219.01
Ocotea leucoxylon,Lauraceae,angio,Tree,52.3,6.935,-61.345,325,21.00,2000.00,1056.00,219.01
Ocotea lancifolia,Lauraceae,angio,Tree,73.7,6.935,-61.345,325,21.00,2000.00,1056.00,219.01
Ocotea atirrensis,Lauraceae,angio,Tree,80.7,6.935,-61.345,325,21.00,2000.00,1056.00,219.01
Ocotea schomburgkiana,Lauraceae,angio,Tree,31.8,6.935,-61.345,325,21.00,2000.00,1056.00,219.01
Couratari multiflora,Lecythidaceae,angio,Shrub,26.8,6.935,-61.345,325,21.00,2000.00,1056.00,219.01
Lecythis chartacea,Lecythidaceae,angio,Tree,20.5,6.935,-61.345,325,21.00,2000.00,1056.00,219.01
Lecythis corrugata,Lecythidaceae,angio,Tree,32.2,6.935,-61.345,325,21.00,2000.00,1056.00,219.01
Eschweilera parviflora,Lecythidaceae,angio,Tree,21.4,6.935,-61.345,325,21.00,2000.00,1056.00,219.01
Eschweilera coriacea,Lecythidaceae,angio,Tree,35.8,6.935,-61.345,325,21.00,2000.00,1056.00,219.01
Eschweilera subglandulosa,Lecythidaceae,angio,Tree,81.2,6.935,-61.345,325,21.00,2000.00,1056.00,219.01
Eschweilera tenax,Lecythidaceae,angio,Tree,38.6,6.935,-61.345,325,21.00,2000.00,1056.00,219.01
Eschweilera sp13208,Lecythidaceae,angio,Tree,119,6.935,-61.345,325,21.00,2000.00,1056.00,219.01
Lecythis zabucajo,Lecythidaceae,angio,Tree,22.9,6.935,-61.345,325,21.00,2000.00,1056.00,219.01
Byrsonima aerugo,Malpighiaceae,angio,Tree,58.8,6.935,-61.345,325,21.00,2000.00,1056.00,219.01
Carapa guianensis,Meliaceae,angio,Tree,227,6.935,-61.345,325,21.00,2000.00,1056.00,219.01
Guarea glabra,Meliaceae,angio,Tree,57.4,6.935,-61.345,325,21.00,2000.00,1056.00,219.01
Trichilia quadrijuga,Meliaceae,angio,Tree,23.5,6.935,-61.345,325,21.00,2000.00,1056.00,219.01
Trichilia schomburgkii,Meliaceae,angio,Tree,81.6,6.935,-61.345,325,21.00,2000.00,1056.00,219.01
Trichilia pleeana,Meliaceae,angio,Tree,71.6,6.935,-61.345,325,21.00,2000.00,1056.00,219.01
Clarisia racemosa,Moraceae,angio,Tree,25.9,6.935,-61.345,325,21.00,2000.00,1056.00,219.01
Ficus sp13222,Moraceae,angio,Tree,93.5,6.935,-61.345,325,21.00,2000.00,1056.00,219.01
Helicostylis sp13224,Moraceae,angio,Tree,86.5,6.935,-61.345,325,21.00,2000.00,1056.00,219.01
Virola sebifera,Myristicaceae,angio,Tree,178.4,6.935,-61.345,325,21.00,2000.00,1056.00,219.01
Iryanthera sp13226,Myristicaceae,angio,Tree,138.7,6.935,-61.345,325,21.00,2000.00,1056.00,219.01
Calycorectes sp13227,Myrtaceae,angio,Tree,211.1,6.935,-61.345,325,21.00,2000.00,1056.00,219.01
Eugenia anastomosans,Myrtaceae,angio,Tree,77.2,6.935,-61.345,325,21.00,2000.00,1056.00,219.01
Eugenia pseudopsidium,Myrtaceae,angio,Tree,38.6,6.935,-61.345,325,21.00,2000.00,1056.00,219.01
Myrcia amazonica,Myrtaceae,angio,Tree,19.7,6.935,-61.345,325,21.00,2000.00,1056.00,219.01
Myrcia sp13231,Myrtaceae,angio,Tree,14,6.935,-61.345,325,21.00,2000.00,1056.00,219.01
Guapira cuspidata,Nyctaginaceae,angio,Tree,24.9,6.935,-61.345,325,21.00,2000.00,1056.00,219.01
Torrubia sp13236,Nyctaginaceae,angio,Tree,107.8,6.935,-61.345,325,21.00,2000.00,1056.00,219.01
Ouratea leblondii,Ochnaceae,angio,Tree,77.9,6.935,-61.345,325,21.00,2000.00,1056.00,219.01
Agonandra sp13238,Opiliaceae,angio,Tree,11.8,6.935,-61.345,325,21.00,2000.00,1056.00,219.01
Coccoloba sp13239,Polygonaceae,angio,Tree,123.5,6.935,-61.345,325,21.00,2000.00,1056.00,219.01
Quiina guianensis,Ochnaceae,angio,Tree,49.6,6.935,-61.345,325,21.00,2000.00,1056.00,219.01
Prunus myrtifolia,Rosaceae,angio,Tree,26.8,6.935,-61.345,325,21.00,2000.00,1056.00,219.01
Amaioua guianensis,Rubiaceae,angio,Tree,59.4,6.935,-61.345,325,21.00,2000.00,1056.00,219.01
Chimarrhis microcarpa,Rubiaceae,angio,Tree,150.5,6.935,-61.345,325,21.00,2000.00,1056.00,219.01
Duroia sp13246,Rubiaceae,angio,Tree,223.8,6.935,-61.345,325,21.00,2000.00,1056.00,219.01
Faramea torquata,Rubiaceae,angio,Tree,95.1,6.935,-61.345,325,21.00,2000.00,1056.00,219.01
Genipa americana,Rubiaceae,angio,Tree,186,6.935,-61.345,325,21.00,2000.00,1056.00,219.01
(u_Rutaceae sp13249,Rutaceae,angio,Tree,36.2,6.935,-61.345,325,21.00,2000.00,1056.00,219.01
Meliosma herbertii,Sabiaceae,angio,Tree,47.1,6.935,-61.345,325,21.00,2000.00,1056.00,219.01
Chrysophyllum argenteum subsp. auratum,Sapotaceae,angio,Tree,78.7,6.935,-61.345,325,21.00,2000.00,1056.00,219.01
Ecclinusa guianensis,Sapotaceae,angio,Tree,16.7,6.935,-61.345,325,21.00,2000.00,1056.00,219.01
Manilkara bidentata,Sapotaceae,angio,Tree,70.3,6.935,-61.345,325,21.00,2000.00,1056.00,219.01
Manilkara sp13257,Sapotaceae,angio,Tree,57.5,6.935,-61.345,325,21.00,2000.00,1056.00,219.01
Pouteria reticulata,Sapotaceae,angio,Tree,22,6.935,-61.345,325,21.00,2000.00,1056.00,219.01
Pouteria egregia,Sapotaceae,angio,Tree,34.2,6.935,-61.345,325,21.00,2000.00,1056.00,219.01
Pouteria trilocularis,Sapotaceae,angio,Tree,71,6.935,-61.345,325,21.00,2000.00,1056.00,219.01
Pouteria venosa,Sapotaceae,angio,Tree,52.7,6.935,-61.345,325,21.00,2000.00,1056.00,219.01
Pouteria sp13263,Sapotaceae,angio,Tree,21.2,6.935,-61.345,325,21.00,2000.00,1056.00,219.01
Pouteria sp13264,Sapotaceae,angio,Tree,28.8,6.935,-61.345,325,21.00,2000.00,1056.00,219.01
Talisia sylvatica,Sapindaceae,angio,Tree,46.4,6.935,-61.345,325,21.00,2000.00,1056.00,219.01
Toulicia guianensis,Sapindaceae,angio,Tree,106.6,6.935,-61.345,325,21.00,2000.00,1056.00,219.01
Simaba orinocensis,Simaroubaceae,angio,Tree,18.3,6.935,-61.345,325,21.00,2000.00,1056.00,219.01
Simarouba amara,Simaroubaceae,angio,Tree,18.7,6.935,-61.345,325,21.00,2000.00,1056.00,219.01
Picramnia macrostachya,Picramniaceae,angio,Tree,21.8,6.935,-61.345,325,21.00,2000.00,1056.00,219.01
Sterculia pruriens,Malvaceae,angio,Tree,83.8,6.935,-61.345,325,21.00,2000.00,1056.00,219.01
Apeiba petoumo,Malvaceae,angio,Tree,61.7,6.935,-61.345,325,21.00,2000.00,1056.00,219.01
Apeiba sp13279,Malvaceae,angio,Tree,125.3,6.935,-61.345,325,21.00,2000.00,1056.00,219.01
Vitex stahelii,Lamiaceae,angio,Tree,32.3,6.935,-61.345,325,21.00,2000.00,1056.00,219.01
Paypayrola longifolia,Violaceae,angio,Tree,49.6,6.935,-61.345,325,21.00,2000.00,1056.00,219.01
Rinorea riana,Violaceae,angio,Shrub,47.1,6.935,-61.345,325,21.00,2000.00,1056.00,219.01
Rinorea sp13284,Violaceae,angio,Shrub,30.1,6.935,-61.345,325,21.00,2000.00,1056.00,219.01
Erisma uncinatum,Vochysiaceae,angio,Tree,39,6.935,-61.345,325,21.00,2000.00,1056.00,219.01
Qualea dinizii,Vochysiaceae,angio,Tree,19.9,6.935,-61.345,325,21.00,2000.00,1056.00,219.01
Vochysia lehmannii,Vochysiaceae,angio,Tree,24.9,6.935,-61.345,325,21.00,2000.00,1056.00,219.01
Alangium chinense,Cornaceae,angio,Tree,56.71,0.200,32.300,1207,21.20,1361.00,1410.00,224.32
Albizia coriaria,Fabaceae,angio,Shrub,1.54,0.200,32.300,1207,21.20,1361.00,1410.00,224.32
Antiaris toxicaria,Moraceae,angio,Tree,108.46,0.200,32.300,1207,21.20,1361.00,1410.00,224.32
Balanites wilsoniana,Zygophyllaceae,angio,Tree,29.07,0.200,32.300,1207,21.20,1361.00,1410.00,224.32
Bersama abyssinica,Melianthaceae,angio,Tree,16.99,0.200,32.300,1207,21.20,1361.00,1410.00,224.32
Trilepisium madagascariense,Moraceae,angio,Tree,75.15,0.200,32.300,1207,21.20,1361.00,1410.00,224.32
Dovyalis macrocalyx,Salicaceae,angio,Tree,12.05,0.200,32.300,1207,21.20,1361.00,1410.00,224.32
Erythrophleum suaveolens,Fabaceae,angio,Tree,11.58,0.200,32.300,1207,21.20,1361.00,1410.00,224.32
Glyphaea brevis,Malvaceae,angio,Tree,51.54,0.200,32.300,1207,21.20,1361.00,1410.00,224.32
Klainedoxa gabonensis,Irvingiaceae,angio,Tree,93.96,0.200,32.300,1207,21.20,1361.00,1410.00,224.32
Margaritaria discoidea,Phyllanthaceae,angio,Shrub,48.12,0.200,32.300,1207,21.20,1361.00,1410.00,224.32
Newtonia buchananii,Fabaceae,angio,Tree,0.08,0.200,32.300,1207,21.20,1361.00,1410.00,224.32
Pycnanthus angolensis,Myristicaceae,angio,Tree,137.25,0.200,32.300,1207,21.20,1361.00,1410.00,224.32
Rinorea ilicifolia,Violaceae,angio,Shrub,78.54,0.200,32.300,1207,21.20,1361.00,1410.00,224.32
Albizia coriaria,Fabaceae,angio,Shrub,1.54,1.330,32.450,1079,22.40,1242.00,1216.00,230.94
Hymenocardia acida,Phyllanthaceae,angio,Tree,8.74,1.330,32.450,1079,22.40,1242.00,1216.00,230.94
Protea madiensis,Proteaceae,angio,Shrub,74.57,1.330,32.450,1079,22.40,1242.00,1216.00,230.94
Steganotaenia araliacea,Apiaceae,angio,Tree,25.02,1.330,32.450,1079,22.40,1242.00,1216.00,230.94
Terminalia glaucescens,Combretaceae,angio,Tree,61.88,1.330,32.450,1079,22.40,1242.00,1216.00,230.94
Terminalia mollis,Combretaceae,angio,Tree,62.89,1.330,32.450,1079,22.40,1242.00,1216.00,230.94
Acacia adenocalyx,Fabaceae,angio,Shrub,0.01,-3.200,39.820,160,25.60,968.00,1108.00,257.73
Afzelia quanzensis,Fabaceae,angio,Tree,43.62,-3.200,39.820,160,25.60,968.00,1108.00,257.73
Allophylus pervillei,Sapindaceae,angio,Tree,73.29,-3.200,39.820,160,25.60,968.00,1108.00,257.73
Ancylobotrys petersiana,Apocynaceae,angio,Shrub,23.45,-3.200,39.820,160,25.60,968.00,1108.00,257.73
Artabotrys modestus,Annonaceae,angio,Liana,16.77,-3.200,39.820,160,25.60,968.00,1108.00,257.73
Asteranthe asterias,Annonaceae,angio,Tree,17.06,-3.200,39.820,160,25.60,968.00,1108.00,257.73
Balanites wilsoniana,Zygophyllaceae,angio,Tree,29.07,-3.200,39.820,160,25.60,968.00,1108.00,257.73
Bourreria petiolaris,Boraginaceae,angio,Tree,21.57,-3.200,39.820,160,25.60,968.00,1108.00,257.73
Brachylaena huillensis,Asteraceae,angio,Tree,23.11,-3.200,39.820,160,25.60,968.00,1108.00,257.73
Brachystegia spiciformis,Fabaceae,angio,Tree,15.51,-3.200,39.820,160,25.60,968.00,1108.00,257.73
Canthium glaucum,Rubiaceae,angio,Tree,3.52,-3.200,39.820,160,25.60,968.00,1108.00,257.73
Afrocanthium kilifiense,Rubiaceae,angio,Tree,38.71,-3.200,39.820,160,25.60,968.00,1108.00,257.73
Bullockia mombazensis,Rubiaceae,angio,Tree,14.92,-3.200,39.820,160,25.60,968.00,1108.00,257.73
Afrocanthium pseudoverticillatum,Rubiaceae,angio,Tree,10.4,-3.200,39.820,160,25.60,968.00,1108.00,257.73
Capparis fascicularis,Capparaceae,angio,Tree,4.07,-3.200,39.820,160,25.60,968.00,1108.00,257.73
